"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONJH84	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	Total reciprocal deposits as of June	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
631039	10272	0	6230	27125	0	50493	0	0	0	0	50540	0	4619		13084	17405	3135	44263	45921	0	0	1051	0	0	4525	15076	1270	71	19601	0	654	1267	0	7858	1921	0	0	0	654	0	true							
631150	28044	0	12576	54381	0	106428	0	0	0	0	131173	0	9507		11996	52060	2754	93852	121666	0	0	747	0	0	5701	27207	3520	390	32907	271	13346	632	0	24822	14249	0	0	0	6617	0	true							
631178	35192	0	7665	65651	0	65651	0	0	0	0	110825	0	3845		25105	13480	15416	57986	106980	0	0	5917	0	0	9995	21298	11391	4424	31292	4908	7249	726	2162	22003	15045	0	0	0	12157	0	false							
631422	142886	0	11152	96550	0	130432	0	0	0	0	832448	0	21767		107011	446521	44863	119280	810681	0	0	15396	0	0	46710	101986	24746	7213	147773	20527	32798	6105	2956	73644	62386	0	0	0	53325	0	true	53868	29614	206611	239909	134572	8314	
631570	314136	0	8042	76094	0	93100	0	0	1567	0	826056	0	0		111983	279271	52344	85058	826056	0	0	18453	1567	0	28638	73649	72324	22543	102287	8086	13635	11189	2585	85171	35495	0	0	0	21721	0	false							
632410	438925	0	25796	38133	0	75773	0	0	0	0	518395	0	81777		38241	11059	18714	49977	436618	0	0	5184	0	0	13754	25313	14135	3086	39061	2868	5783	3199	274	18047	12124	0	0	0	8651	0	true							
632607	311674	9	1212	19918	0	54630	0	0	80257	0	647123	0	16922		84549	65921	21902	53409	630201	0	0	1029	80257	68315	66757	70847	64636	4518	137604	6182	22442	33387	759	122209	62770	0	0	0	27881	0	false							
632858	5248	0	0	34784	0	40059	0	0	5780	0	360599	0	0		40799	42097	8314	40059	360599	0	0	4821	378	99	58543	122524	55240	26215	181067	5390	32407	6834	6101	221723	50732	0	0	4402	37797	111705	false							
633341	8315	0	1246	22961	0	49618	0	0	8407	0	90562	0	13565		31367	8368	5751	48372	75156	0	1841	2454	8407	6522	4182	23056	21156	2710	20715	1332	7135	10225	4083	19737	22775	0	0	0	8467	1841	true							
633378	1352515	17	10256	72497	0	205271	0	0	139834	0	3854659	0	94563		878887	385307	334335	194998	3634734	0	125362	81168	0	0	201797	850200	517389	133855	1051997	35866	219986	129442	28302	824354	413596	0	0	88041	255852	104990	true	43675	116649	380190	4472	1090970	200299	
633501	1653633	54	152789	310783	0	463280	0	0	696789	0	5076922	0	618429		686719	1762040	140075	310437	4458493	0	0	43457	620916	614287	102257	440627	561829	26522	542884	759	298950	226373	3935	444515	530017	0	0	11981	299709	302988	true	177841	83124	1024186	737854	696447	957186	
633640	28518	0	2243	49735	0	60448	0	0	0	0	83190	0	12722		13750	22791	2428	58205	70468	0	0	432	0	0	2952	7204	8197	2971	9108	7440	1569	1030	518	7574	10557	0	0	0	9008	0	false							
633677	16414	0	26824	22943	0	77995	0	0	0	0	65730	0	3624		12714	20350	5141	51171	62106	0	0	1200	0	0	2237	6428	9110	2305	8665	778	3050	3838	1220	7366	8886	0	0	0	3828	0	false							
634544	10669	0	1345	26640	0	46618	0	0	0	0	61173	0	1441		25917	7333	4847	45273	59732	0	0	1006	0	0	5728	17537	12978	4659	23262	0	974	1020	275	14985	2269	0	0	0	974	2683	true							
634955	31680	0	10000	64499	0	103920	0	0	601	0	125568	0	20843		24938	30158	8425	93184	102762	736	1963	2479	601	535	12406	28545	13079	1137	40679	2710	2779	3074	0	30229	8563	45963	46761	0	5489	0	false							
634973	8344	0	0	4164	0	15917	0	0	0	0	29855	0	0		13410	0	4127	15917	29855	0	0	893	0	0	2343	6838	8200	3044	9181	0	267	550	269	7015	1086	0	0	0	267	0	false							
635457	13246	0	4654	18825	0	26270	0	0	5518	0	34624	0	6505		8279	6082	3121	21616	25101	0	3018	1240	2500	2500	4048	4394	2718	1418	8442	0	1960	0	758	4299	2718	0	0	3018	1960	0	false							
635840	93361	7	43055	67880	0	183233	0	0	0	0	223814	0	13070		57113	31287	11081	140171	210744	0	0	3382	0	0	10090	27972	33755	15647	38025	2989	3982	3231	1500	30351	11702	0	0	0	6971	0	true							
635907	91136	0	1414	97770	0	142456	0	0	11106	0	484708	319	6758		74706	166021	43036	140792	473170	250	4461	21766	11106	11106	8373	71324	55950	9185	79697	3845	37499	36755	4620	70126	82719	0	0	0	41344	4461	true							
636276	42125	0	364	14505	0	22618	0	0	0	0	121048	0	3992		46133	6011	21046	22254	117056	0	0	4096	0	0	3513	9091	25111	26667	12604	2030	2000	520	3981	18249	8531	0	0	0	3075	0	true							
636753	3243	0	3442	17291	0	21251	0	0	0	0	24469	0	2621		4046	15111	749	17809	21848	0	0	0	0	0	2930	3067	118	0	5997	0	0	0	0	2070	0	0	0	0	0	0	true							
636771	1832004	2	11241	123014	0	170308	0	0	300662	0	2673377	0	239483		412840	171282	46914	159065	2429936	0	3958	10100	300662	285051	270154	164551	100869	28288	434705	38968	48226	14707	4328	151022	106229	92635	66540	0	87194	3653	true	38583	20098	102085	43762	1038861	663808	
637170	63535	0	7424	74581	0	154848	0	0	36486	0	278784	0	21713		81663	73208	13864	147348	256133	76	938	3761	36486	7911	24355	38038	33017	30493	58237	4386	7226	3860	666	44241	16138	0	0	0	11612	0	true							
637451	184869	10	37372	970927	0	970927	0	0	11547	0	6867396	0	299364		258503	5337444	597020	905422	6568032	28123	0	23701	5000	5000	125063	371221	172477	9267	496284	79143	381641	201126	5145	419525	667055	153593	19585	6547	460783	0	true	49316	112873	890667	4446777	176767	8102	
637554	41486	0	2956	66372	0	85232	0	0	52947	0	254780	0	52546		6441	131652	7763	72060	202234	10216	0	432	52947	6612	995	7693	8428	2121	8688	10497	5382	36122	10403	12796	62404	0	0	0	15879	7703	true							
638131	32777	0	11203	45013	0	87638	0	0	0	0	105953	0	1702		33734	12976	14150	76435	104251	0	0	4383	0	0	10011	31694	12106	901	41705	1268	3968	253	0	20977	5489	0	0	0	5236	0	true							
638355	9231	0	0	53378	0	57437	0	0	0	0	103267	0	0		20478	32465	11375	57437	103267	0	0	8013	0	0	14386	30715	692	603	45101	8831	6042	0	302	25918	15175	0	0	0	14873	0	true							
638850	11370	0	8376	48847	0	73163	0	0	0	0	63880	0	10		6705	40712	2474	64787	63870	0	0	249	0	0	3035	6622	172	0	9657	0	1969	0	0	3124	1969	0	0	0	1969	0	true							
639343	20337	0	2870	36897	0	49962	0	0	0	0	64864	0	2795		23641	8722	6207	47092	62069	0	0	634	0	0	6672	19402	7809	206	26074	0	897	819	0	10448	1716	0	0	0	897	0	true							
639549	33681	1	13786	54951	0	125389	0	0	6088	0	175676	0	38031		46273	56519	13539	111577	137408	25	237	7207	6088	2349	11414	18685	30194	8822	30099	2119	10582	2590	1069	22843	16360	1544	1519	0	12701	0	true							
639567	95	0	0	0	0	0	0	0	0	0	50732	0	0		0	0	0	0	595	0	50137	0	0	0	7456	11644	23122	7915	19100	0	500	0	0	50137	500	0	0	0	500	50137	false							
639633	64409	0	10883	44720	0	68178	0	0	0	0	101972	0	3651		21341	5653	5612	57295	98321	0	0	1617	0	0	3995	6930	11804	6408	8612	0	600	1869	304	7796	2773	0	0	0	600	0	true							
639651	8867	1383	11040	14130	0	23358	0	0	0	0	26443	0	887		7048	6250	624	10935	25556	0	0	0	0	0	3071	6911	1342	2	9794	0	0	0	0	4278	0	0	0	0	0	0	false							
639857	3385	0	1820	11070	0	14541	0	0	3990	0	14938	0	2308		2301	4805	963	12721	12630	0	0	116	0	0	1435	885	427	11	1722	0	3990	0	0	458	3990	0	0	3990	3990	0	true							
640143	19039	0	9292	20856	0	36502	0	0	0	0	42669	0	4583		9758	8242	4169	27210	38086	0	0	1894	0	0	5679	6513	1471	277	10513	1142	306	0	0	4182	1448	0	0	0	306	0	true							
640246	145687	0	2488	18241	0	22808	0	0	34290	0	321826	0	35702		72089	10984	11229	20320	285466	0	658	2864	34290	22277	44339	55818	48745	12351	98077	974	290	1652	985	89164	3901	27478	29992	0	1264	37604	true							
640442	29373	0	2080	21704	0	37970	0	0	3018	0	111140	0	10492		32954	6955	5696	35890	90475	0	10173	2627	3018	0	8977	23562	32312	3648	32539	295	4194	1421	403	35545	6313	1409	1414	0	4489	10173	true							
640554	5322	0	0	7432	0	23084	0	0	0	0	28065	0	13305		3611	13276	321	23084	14760	0	0	321	0	0	1707	3374	1715	72	5081	0	0	2600	0	3256	2600	0	0	0	0	0	true							
640956	13937	1	6701	26798	0	54384	0	0	0	0	73081	0	5635		9827	37832	5045	47682	67446	0	0	0	0	0	6470	7042	3643	596	9407	2216	302	1043	0	7924	3561	0	0	0	2518	0	true							
641355	483197	1	11695	78465	0	98846	0	0	0	0	628045	0	13142		13564	97895	4968	86976	614509	174	394	1270	0	0	7407	20864	4377	173	28271	2705	10540	887	0	19257	14132	0	0	0	13245	0	true							
641449	16723	0	13999	25616	0	53203	0	0	0	0	49442	0	6825		17309	5792	7383	39204	42617	0	0	2233	0	0	10160	7227	5160	3588	15494	503	0	0	289	8826	792	0	0	0	503	0	true							
641579	34225	0	2946	70837	0	80263	0	0	0	0	101532	0	1019		13759	42418	6667	77317	100513	0	0	1175	0	0	3609	4002	7046	6207	6890	315	521	1123	2066	7105	4025	0	0	0	836	0	true							
641775	98949	0	0	13677	0	62886	0	0	217707	0	728891	0	129939		151956	66121	48344	62886	529210	0	69742	16501	217707	201554	160717	225719	88791	48648	386254	10382	15171	6505	7888	371919	39946	0	0	0	25553	143328	false							
642437	15385	0	3615	35567	0	67077	0	0	0	0	103216	0	9093		38177	12221	14877	63462	94123	0	0	4434	0	0	16148	28246	12544	2886	44394	9276	4172	948	1390	21647	15786	0	0	0	13078	0	true							
642549	176983	0	3858	213267	0	255927	0	0	70167	0	962049	0	87088		97231	631910	21646	206435	874961	45634	0	3781	70167	70167	39967	37647	22807	10859	77604	2363	30535	996	7982	14049	41876	57843	57607	0	32898	0	true	3052	38854	227526	404384	132275	44708	
642857	39105	0	3632	68671	0	89807	0	0	4313	0	142986	0	19349		27303	55116	9999	86069	123556	106	81	2891	4313	4313	17049	16552	9695	1924	33601	632	2133	780	0	17917	3545	4313	4310	0	2765	0	false							
643078	1434	0	0	7596	0	34139	0	0	0	0	182360	0	0		61707	91141	34628	34139	182110	0	250	7527	0	0	10383	26516	30656	16955	36899	2281	1043	521	1430	22803	5275	0	0	0	3324	0	true							
643274	6836	0	0	430	0	430	0	0	0	0	19269	0	0		4761	0	3199	430	19269	0	0	1625	0	0	1053	4800	5293	0	5852	0	251	1037	0	6384	1288	0	0	0	251	0	false							
643340	194786	0	6989	19408	0	34876	0	0	0	0	279498	0	40268		27698	48739	8252	27466	239230	421	0	1487	0	0	5323	11102	14315	3298	16326	922	259	754	0	6340	1935	0	0	0	1180	0	true							
643452	22684	0	1379	64903	0	84141	0	0	0	0	92634	0	1225		12629	36383	2823	82762	91409	0	0	458	0	0	8159	11763	6687	1610	18638	734	3576	1039	0	15590	5349	0	0	0	4310	0	false							
643658	15610	0	213	35807	0	46977	0	0	0	0	36623	0	1012		3490	15436	612	46746	35611	18	0	149	0	0	1383	3393	801	0	4776	0	0	0	0	2087	0	0	0	0	0	0	false							
644057	9592	0	552	11006	0	22223	0	0	0	0	22588	0	3458		7330	632	1181	21671	19130	0	0	438	0	0	2528	6340	2287	947	8868	0	262	0	0	4772	262	0	0	0	262	0	false							
644141	22319	0	10706	29141	0	48383	0	0	0	0	40135	0	3197		6072	6345	3276	37677	36938	0	0	1688	0	0	1760	3220	3597	453	4980	1613	501	328	0	2957	2442	0	0	0	1022	0	true							
644646	23366	0	2573	20326	0	46596	0	0	2250	0	63133	0	7674		18169	15903	8010	44023	55459	0	0	0	2250	250	3939	8206	8979	2741	12145	0	0	0	0	5695	0	250	250	0	0	0	true							
644776	21940	0	9345	2025	0	22618	0	0	0	0	78607	0	757		20938	7170	6564	13273	63478	0	14372	2186	0	0	6478	16067	16066	8005	22188	0	1002	595	1283	25678	2880	575	0	0	1002	14372	true							
644842	10070	0	11761	20730	0	35741	0	0	0	0	79946	0	5138		16729	24302	4497	23980	74808	0	0	1652	0	0	8036	16951	7935	514	24987	4621	5555	1413	549	16707	12138	0	0	0	10176	0	true							
644954	500	0	0	0	0	0	0	0	0	0	500	0	0		0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
644963	4168	0	1585	15177	0	20237	0	0	0	0	25971	0	1952		7828	4828	1258	18651	24019	1	0	248	0	0	4590	10129	943	0	14624	312	1000	0	0	7835	1312	0	0	0	1312	0	false							
645157	24275	0	8828	41396	0	69786	0	0	0	0	66887	0	1364		20037	9893	3565	60958	65523	0	0	526	0	0	5490	10970	3273	9508	16460	567	867	564	1479	9205	3477	0	0	0	1434	0	true							
645317	81232	0	13119	307220	0	420510	0	0	0	0	622024	0	79673		107601	353730	17588	407391	542351	0	0	4260	0	0	113530	32475	11563	0	146005	21978	4731	2786	0	49967	29495	0	0	0	26709	0	true	118428	80504	84138	269592	74403	6829	
645465	293238	0	41717	34120	0	51070	0	0	30026	0	617049	0	20951		31498	145701	5909	9353	596098	0	0	2011	0	0	33115	52294	13383	383	85153	20992	45151	12339	454	67676	78936	0	0	0	66143	249	true							
645540	24244	0	5285	61853	0	98708	0	0	0	0	163395	0	5706		34961	85843	12073	93423	157689	0	0	2399	0	0	7022	20261	18586	3197	27283	735	1615	807	1085	14105	4242	0	0	0	2350	0	true							
645577	8148	0	348	15631	0	32967	0	0	5446	0	84826	0	568		29184	25371	5347	32619	81396	0	2862	1622	5446	1701	4714	22731	19678	1181	25745	0	967	2034	0	19121	3001	0	0	0	967	2487	true							
645625	1834739	51	470654	490619	0	735815	0	0	153371	0	8207078	5628	284187		791161	4855181	332794	264039	7912051	1071	5212	83036	153371	106466	242320	436003	381765	113925	641321	102069	138553	73756	28767	382852	343145	90818	104723	0	238881	205607	true	174728	89311	1229974	2660265	754031	1074937	
646042	10085	0	1496	17939	0	34302	0	0	0	0	44181	0	5384		10477	17066	2712	32806	38797	0	0	1004	0	0	3715	5625	4877	1153	9339	500	506	656	0	4892	1662	0	0	0	1006	0	true							
646145	16063	0	18997	37669	0	79669	0	0	0	0	71401	0	3234		29879	4100	13272	60672	68167	0	0	4058	0	0	4469	12373	21106	9335	16842	0	779	1796	1382	17404	3957	0	0	0	779	0	true							
646172	67983	0	0	101574	0	141174	0	0	0	0	153031	0	0		37032	22258	23407	141174	153031	0	0	8838	0	0	16713	27990	7483	59	44703	2873	6481	1191	0	15213	10545	0	0	0	9354	0	false							
646444	13314	0	13	20232	0	27164	0	0	1993	0	142594	0	245		42935	30713	4205	27151	132686	0	9663	887	1993	0	17395	57033	13689	3494	74428	713	6243	0	0	48677	6956	0	0	0	6956	7816	true							
646471	2825	0	0	0	0	0	0	0	0	0	12668	0	0		5669	0	3672	0	12668	0	0	2077	0	0	818	2855	2654	2513	3673	0	706	297	0	3171	1003	0	0	0	706	0	true							
646556	13991	0	31239	42961	0	91665	0	0	0	0	98882	0	8115		16901	51173	4744	60426	90767	0	0	1032	0	0	9217	12363	5513	269	21580	2300	2751	1305	0	10461	6356	0	0	0	5051	0	true							
646743	49151	0	5011	52177	0	90958	0	0	26811	0	243385	0	48086		49548	60110	14829	84584	163750	1363	31549	2775	21100	8869	10543	34578	31357	14909	45121	6457	28044	3507	4730	41838	42738	0	0	496	34501	0	true							
646873	15800	0	565	16480	0	22858	0	0	0	0	58443	0	1074		17283	4886	3730	22293	50375	0	6994	643	0	0	2424	15819	11904	5034	18226	256	718	1602	0	17898	2576	0	0	0	974	6402	true							
646958	11312	0	7764	38504	0	38504	0	0	0	0	26806	0	936		8454	2769	3910	30740	25870	0	0	865	0	0	5722	4994	1231	244	3260	534	0	0	0	3737	534	0	0	0	534	0	true							
647218	45816	0	37971	123879	0	212847	0	0	0	0	215910	0	17184		50932	17012	21877	174876	198726	0	0	6472	0	0	19764	37682	16088	13459	55781	7658	42350	10692	5389	36061	66089	0	0	0	50008	0	true							
647245	25521	0	5217	29605	0	44087	0	0	10299	0	131559	0	20754		31851	32377	9258	38870	110805	0	0	2154	744	248	4745	17737	23232	2603	21966	2833	6287	10703	5521	16466	25344	0	0	4658	9120	0	false							
647414	20567	1	7040	39124	0	41572	0	0	0	0	91141	0	42575		12201	30632	3907	34505	48566	26	0	676	0	0	4306	7314	4487	2114	11620	10066	11655	0	0	6020	21721	0	0	0	21721	0	true							
647432	69208	1	3126	82738	0	123506	0	0	0	0	339651	0	2496		43922	175750	13933	120379	337155	0	0	4769	0	0	20930	36736	23792	256	57666	3447	5023	4509	0	37791	12979	0	0	0	8470	0	true							
647759	26809	0	2886	24079	0	45606	0	0	2643	0	48178	0	2525		9123	4348	3108	42720	45653	0	0	1335	2643	1896	4040	8299	556	0	12339	1075	2304	747	0	3772	4126	0	0	0	3379	0	true							
647777	606	0	0	41938	0	57633	0	0	0	0	60597	0	1		22833	0	14208	57633	60596	0	0	4875	0	0	8057	16224	12037	3849	24281	3175	2586	4906	9157	17334	19824	0	0	0	5761	0	false							
647955	5762	0	26	13684	0	21900	0	0	0	0	19622	0	0		2804	5869	1645	21874	19622	0	0	915	0	0	1646	3801	496	451	5447	290	914	0	394	3589	1598	0	445	0	1204	0	true							
648130	212792	0	1772	62665	0	72436	0	0	0	0	447751	0	14162		15990	180451	7679	70664	433589	0	0	3480	0	0	6431	15029	10935	1808	21437	1787	16182	1511	827	18213	20307	0	0	0	17969	0	true							
648242	975612	0	79546	66850	0	189074	0	0	170332	0	1591942	0	452606		244826	266661	24979	109528	1139336	0	0	9407	170332	152420	75845	154238	59881	13749	225013	11149	18166	15117	1523	58887	45955	0	0	0	23292	0	true	13363	36389	233721	19304	334217	217245	
648251	23271	0	12177	51242	0	89334	0	0	0	0	99263	0	12509		15317	44413	5079	77157	86018	0	736	1605	0	0	6023	16178	3223	1007	21726	2655	2163	330	0	11114	5148	13168	13165	0	4818	0	true							
648345	11790	36	1353	7385	0	18959	0	0	500	0	37496	0	3471		15868	4032	3276	17570	34025	0	0	308	500	500	1841	5804	8109	4599	7145	251	0	0	1070	4485	1321	0	0	0	251	0	true							
648550	12806	0	4933	33010	0	46628	0	0	0	0	32748	0	269		8785	7042	1899	41695	32479	0	0	229	0	0	2960	7564	1843	122	10524	0	412	0	0	3702	412	0	0	0	412	0	true							
649342	25567	0	5722	40983	0	77979	0	0	10822	0	108372	0	43630		19341	11369	4406	72257	43631	0	21111	0	10822	10572	5732	34106	9576	0	39838	1590	14735	5696	0	30074	22021	0	0	0	16325	19109	true							
649632	2359	0	2784	1813	0	8667	0	0	0	0	13438	0	351		2925	985	1256	5883	13087	0	0	572	0	0	2458	6627	47	0	8774	0	962	0	0	6207	962	0	0	0	962	0	true							
649874	92628	0	0	46663	0	60431	0	0	28050	0	286965	0	0		53535	75874	21138	60431	270118	0	16847	4953	28050	0	18568	52357	26539	8042	70925	5331	4939	1676	1011	51971	12957	0	0	0	10270	16839	true							
651121	24357	3	53312	82819	0	168024	0	0	3735	0	127081	100	2188		51696	18765	16945	114709	124793	0	0	4908	3735	3735	16151	37939	23375	1096	54090	1068	3515	565	251	26864	5399	1066	400	0	4583	0	false							
651149	9980	9	8305	30942	0	30942	0	0	0	0	28920	28	4210		7835	0	2281	22628	24682	0	0	758	0	0	2760	6320	3622	735	9080	1083	3596	824	0	5603	5503	1084	1084	0	4679	0	true							
651158	11603	0	2817	34473	0	34473	0	0	0	0	53898	0	3112		20211	6700	5381	31656	50786	0	0	2042	0	0	6627	18998	6891	946	25625	0	1484	649	0	13251	2133	0	0	0	1484	0	true							
651354	0	0	7114	10769	0	32214	0	0	0	0	12544	25	1780		5579	4222	2192	25100	10739	0	0	556	0	0	1292	3420	1425	1478	4693	0	0	707	0	2036	707	0	0	0	0	0	false							
651448	0	0	0	15	0	15	0	0	0	0	500	0	0		0	0	0	15	0	0	500	0	0	0	0	0	0	0	0	500	0	0	0	0	500	0	0	0	500	0	false							
651457	5728	0	601	5605	0	9473	0	0	0	0	20454	0	48		8750	1490	5544	8872	20406	0	0	2544	0	0	6246	3766	1351	408	5419	1208	257	0	0	3021	1465	0	0	0	515	0	false							
651541	39396	0	1631	34619	0	47391	0	0	0	0	66128	0	1913		7865	0	1117	45760	64215	0	0	142	0	0	2819	7417	6839	1073	10236	1760	6823	0	0	10284	8583	0	0	0	8583	0	true							
651756	23772	0	9384	67677	0	93473	0	0	0	0	102141	0	28507		11074	50896	5233	84089	71071	0	2563	1870	0	0	5051	14884	1016	0	19760	3638	2884	0	0	9877	6522	0	0	0	6522	2563	false							
651859	1218282	0	19374	113079	0	113079	0	0	69111	0	2477164	0	172657		282916	702613	36042	93480	2304507	225	0	9285	69111	4836	67202	129116	187217	72531	196318	23578	28250	44240	4136	173150	100204	0	0	0	51828	0	true	9784	23288	440480	238000	195257	890727	
651952	10961	0	3637	35750	0	46888	0	0	0	0	41709	0	4310		8722	18160	3074	43251	37399	0	0	687	0	0	2242	7125	2278	943	9367	0	0	0	0	3866	0	0	0	0	0	0	false							
652043	39401	0	7761	41516	0	58559	0	0	0	0	144752	0	26295		45777	27350	23164	50798	118457	0	0	9700	0	0	13072	26382	16939	6191	39454	4120	9747	792	758	16807	15417	0	0	0	13867	0	true							
652070	8561	0	0	3803	0	14880	0	0	0	0	32908	0	0		9039	9402	3354	14880	32908	0	0	736	0	0	5172	7913	1461	0	12217	400	0	0	0	5507	400	0	0	0	400	0	true							
652445	14172	0	6523	17674	0	32936	0	0	0	0	62737	0	4956		17980	18511	8492	26413	57781	0	0	1217	0	0	7231	9075	7571	2331	15644	1167	2048	303	328	8229	3846	0	0	0	3214	0	false							
652874	49755	0	0	546512	0	546512	0	0	150162	0	4586643	0	178318		113058	4279679	862	546512	3782991	0	625334	142	150162	150162	39419	108945	50369	22838	148364	5246	25138	5254	0	108513	35638	0	0	0	30384	449	false							
652959	3378	9	690	3549	0	7769	0	0	0	0	10621	0	668		2721	4190	1362	7070	9953	0	0	0	0	0	861	1768	259	165	2629	0	0	0	0	332	0	0	0	0	0	0	false							
652977	31639	0	0	22054	0	63515	0	0	0	0	76509	0	0		21237	7080	6992	63122	76395	393	114	3445	0	0	11056	10853	6969	2167	21909	4190	1502	1053	0	9808	6745	0	0	0	5692	0	true							
653134	46989	51	21115	66743	0	132895	0	0	0	0	119946	0	13290		24141	5619	9238	111729	106656	0	0	3977	0	0	12648	28971	8329	141	41619	6972	5237	5040	0	25948	17249	0	0	0	12209	4095	true							
653433	20314	0	9123	29432	0	49418	0	0	0	0	71848	0	20987		22282	19157	2283	40295	50861	0	0	2283	0	0	10632	9719	3796	2044	16363	336	5849	0	0	3910	6185	0	0	0	5849	0	false							
653611	196025	1	6049	16498	0	44451	0	0	651	0	434659	0	36024		83935	73989	26387	37910	397658	491	977	9724	651	0	16877	40558	62967	23651	52923	3866	4381	9985	2361	60118	20593	21863	19576	0	8247	0	true							
653648	349811	0	3305	36976	0	64323	0	0	0	0	647548	0	91587		53760	150734	9913	60693	543908	325	12053	2700	0	0	21923	48859	19494	12243	69545	9418	31801	1602	1663	48759	44484	0	0	0	41219	11993	true							
653778	50245	0	5	15781	0	42044	0	0	0	0	134710	0	269		35152	29216	23693	42039	134441	0	0	9697	0	0	7814	16301	17065	9874	23693	254	1016	991	1935	15903	4196	0	0	0	1270	0	true							
653947	38646	0	16268	53887	0	86449	0	0	18988	0	137246	0	16827		32936	12651	6833	69935	120419	246	0	1200	16483	6431	21499	22082	15967	3468	42495	2134	11437	9361	0	30080	22932	5933	4484	2505	13571	26223	true							
654047	10130	0	6232	6456	0	18900	0	0	0	0	22706	0	1373		6123	892	4526	12656	21333	12	0	1651	0	0	4543	2072	2402	817	6474	749	0	1100	0	3711	1849	0	0	0	749	0	true							
654252	199323	0	6901	15045	0	28095	0	0	585	0	306362	0	68766		31021	29293	9440	21122	237596	72	0	3426	100	0	10500	22075	19146	4853	32575	2546	12813	3800	2013	25553	21172	0	0	0	15359	0	false							
654300	52569	2	1	25706	0	43547	0	0	9023	0	145822	0	3065		30625	22553	7938	43544	142757	0	0	3054	9023	1900	7586	18762	30530	1617	26348	693	2247	8488	778	27870	12206	0	0	0	2940	8912	true							
654579	3897	0	0	0	0	1536	0	0	0	0	14757	0	0		5672	4055	1248	1536	14757	0	0	100	0	0	1300	2752	2575	178	4052	0	0	0	0	1133	0	0	0	0	0	0	false							
655530	1560	0	855	2932	0	6310	0	0	0	0	6617	0	968		3357	0	840	5455	5649	0	0	0	0	0	1137	1956	795	370	2249	507	0	0	291	901	798	0	0	0	507	0	false							
655660	13726	0	7960	77533	0	120762	0	0	0	0	236390	0	42879		21769	130344	7898	112198	192515	604	996	2336	0	0	9225	29127	11767	3484	38352	13193	21421	3594	509	31834	38717	0	0	0	34614	0	false							
655839	18878	0	13537	102957	0	140834	0	0	15919	0	274865	0	16262		76251	89570	20010	126932	255869	365	2734	6392	15322	11249	30473	82754	27866	4632	113227	2780	15176	2484	253	69474	20693	1105	1081	0	17956	1967	true							
