"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
467733																																																																2845	871		266			11172	3663		0	87609	0	1044	0	11007	33		27992	743	1063	1731	3711	1167	2373	14946	13165	16099	15529	14236	1113				0	69					10152	13390	14437	13773							0													0	0				605		0	2585								498													1804		CONF	CONF	0	
468673																																																																7089	549		2113			30772	10127		370	194547	0	0	30703	85111	1118		13208	4047	7921	17568	322	12607	42601	7549	7936	16698	13377	25858	36952				0	21					4447	10475	26582	8759							293													0	65228				665		1027	44								3315													2628		CONF	CONF	0	
468806																																																																51	128008		78			9076	2505		89	933446	0	0	65588	71785	1375		257622	24688	9104	11384	1509	7749	15353	541422	95505	94107	44795	42651	23732				0	47					25	3772	219909	296737							92														264316				16190		0	198622								0													1367		CONF	CONF		
469250																																																															0	1357	0		2422			1298	0		0	7824	0	0	0	2086	0		1521	0	43	430	257	1070	286	584	989	643	408	1480	1634				0	0					79	0	0	168							0														1059				0		0	1								93													320		CONF	CONF		
469559																																																																55207	1212		51892			42812	102		4531	208807	0	0	0	23290	692		83777	1593	2315	6483	9823	1983	1093	58576	21293	47247	33386	15154	9461				0	8					4840	5775	5314	8734							0														72872				0		0	38								3072													1288		CONF	CONF		
469737																																																																12498	12101		1232			53100	5529		0	228881	0	0	0	53092	1460		54087	11531	6490	16717	10849	7072	213	42272	15736	69541	37707	8883	1649				0	0					8527	18762	42540	14378							0														61307				0		0	698								1117													3847		CONF	CONF		
470032																																																																15676	598		2789			26084	1382		2755	115564	223	0	0	36257	251		5877	549	2779	13047	17124	2705	0	4309	6069	35242	28287	5615	0				659	0					1614	337	12993	7308							0														0				1735		0	10								2619													4455		CONF	CONF		
470050																																																															1000	148106	61509	0	93972	1307106	0	1307106	93948		176783	5394734	0	1015	23324	1195535	51800	602152	854179	85566	84233	176142	242627	435275	162575	845454	406108	1537829	942434	418056	15761	1000	0	0	0	32390	0				219022	342732	739992	536016	0	1015				25	2429														3150534				25	2441	0	2441							0	307937	0	0	0	0	0	0	0	0	0	0	0	0	83430	0	CONF	CONF		
470434																																																															0	0	0		53			85	130		0	5445	0	0	0	1772	0		482	0	84	183	189	1298	0	67	355	937	1467	536	0				0	0					219	282	41	85							0														0				34		0	0								918													1860		CONF	CONF		
470452																																																																77099	23953	0	26085	183653	330	183983	30519		5022	1231743	0	53489	0	300244	23533	207265	186473	22442	39181	69432	53010	42968	66894	51842	127102	280077	197879	166931	86616	0	0	0	3917	573	0				40310	71335	184178	144935	0	53489				17	4669														402465				2466	1780	0	1780							0	24613	0	0	0	2449	0	0	0	0	0	0	0	0	36175	0	CONF	CONF		
471057																																																																5318	371		5431			2989	0		293	15475	0	32	0	414	0	0	4424	0	0	0	0	163	251	2579	3202	3882	2534	2238	462				0	0					0	0	0	0						0	0														0				0		0	30							0	208	0	0	0	0	0			0	0	0	0	0	389	0	CONF	CONF		
472018																																																																812	3681		0			8214	0		599	67675	265	0	0	19013	0		9894	1125	2924	10053	4222	221	318	2739	7669	29996	7709	814	0				167	21					3594	5459	8624	15308							0														0				0		0	2								473													1973		CONF	CONF		
472045																																																															0	2079	0		19744			965	0		412	24858	0	0	0	1003	0		16084	0	116	373	42	472	0	5058	11143	2505	2545	2604	0				0	6					0	0	0	414							0														0				0		0	34								112													89		CONF	CONF		
472148																																																															0	2462	0		4800			1231	0		81	10769	0	0	0	769	0		4425	0	0	67	72	557	0	5082	1050	574	1282	1385	625				0	0					0	0	0	848							0														0				0		0	4								344													230		CONF	CONF		
472250																																																															0	1013	0		3891			174	0		0	5935	0	0	0	66	0	7	2400	7	7	29	22	0	0	2123	350	2769	521	45	60				0	0					0	0	37	0						0	0														0				0		0	0							0	510	0	0	0	0	0			0	0	0	0	0	244	0	CONF	CONF		
472531																																																																6525	126		318			7340	835		230	41709	0	0	0	16236	182		11746	242	1035	4362	5942	4567	88	7322	4949	5879	5191	1657	475				0	0					465	1575	3010	0							0														0				0		0	34								2801													2032		CONF	CONF		
472616																																																																817	7362	0	150	89402	0	89402	17109		0	427818	0	0	0	94707	6111	58398	38436	537	1367	5648	13049	40123	33903	30854	5678	102891	101119	74578	17228	0	0	0	2681	253	0				784	10989	43173	27185	0	0				0	116														57569				0	26	0	26							0	123402	0	0	0	0	0	0	0	0	0	0	0	0	3667	0	CONF	CONF		
472643																																																																30368	929		16599			2928	0		416	63356	73	0	0	6565	0		37972	700	1800	1066	2322	530	0	8414	27468	12267	3971	2457	1429				0	18					370	0	3863	0							0														34644				3122		0	46								451													876		CONF	CONF		
472951																																																																4649	0		3312			9910	0		3000	35845	0	0	0	9759	42		5323	0	919	2422	2625	3577	215	786	3699	10304	4542	6079	680				0	0					865	0	1052	1590							0														7952				0		0	14								574													1078		CONF	CONF		
472979																																																																782	3727		0			2043	10903		0	120106	304	0	0	57071	0		23673	5170	7021	8027	12780	15934	7306	3880	7602	8827	12579	26744	3707				0	34					6306	0	6291	32482							0														3700				1723		0	10								138													623		CONF	CONF		
473042																																																																107032	41077	0	12857	182844	0	182844	73535		1666	1047948	0	0	0	188203	8902	103924	167643	30902	42869	36455	48274	10260	17895	214166	111454	271832	199895	50325	6344	0	0	0	0	277	0				27197	88372	47684	247821	0	0				1723	157														121862				2395	375	0	375							0	11392	0	0	0	328	41	150	0	153	86	18	0	49	8714	150	CONF	CONF		
473257																																																																2061	0		852			25262	7893		0	106691	0	0	0	22514	2558		18832	173	3170	3789	1484	828	13023	6230	15280	23029	12118	18131	8408				1205	101					9370	4770	14412	11309							0													0	0				22		0	11								2137													2236		CONF	CONF	0	
473266																																																															0	7172	9358		8803			257861	0		14297	948362	4721	0	0	120268	16830		162239	8545	14106	25702	57151	13130	197	82122	105185	383243	157736	47715	52378				2027	6					20021	95766	268137	126450							0														927059				5196		0	198								907													4982		CONF	CONF		
473501																																																															0	3439	535936	1797	0	2077528	0	2077528	349274		200900	8999932	0	1067	0	2288054	51854	614409	509261	39574	105568	160253	245537	336874	1390693	3184821	578287	1449035	902869	499288	59743	0	0	0	107	6080	0				4580	485525	595791	2054604	0	1067				1909	3274														3284891				19610	50271	16	52067							0	254169	0	0	550	2710	12408	1999	0	34	0	0	0	34	38941	1999	CONF	CONF		
473930																																																															0	8007	7236		17400			38445	7634		2230	260327	0	0	3833	51795	1843		51698	2597	4181	9486	20395	12190	1376	26880	32339	62584	54192	14673	16577				0	0					12490	21464	43001	37606							0													0	0				0		0	50								1333													9793		CONF	CONF	0	
474058																																																															0	7161	49		1108			3390	853		0	96264	0	0	0	65012	717		17794	2417	4237	16759	21704	18243	383	7015	4125	6368	7468	4967	1243				0	62					2732	3285	4723	5480							327														0				928		0	0								130													1562		CONF	CONF		
474245																																																																3791	67		4014			6254	0		0	48571	0	0	0	29062	741		8695	1251	4132	6400	5479	1445	10355	924	6071	2796	4895	2754	2068				0	0					720	38	221	1796							0														0				40		0	82								675													1110		CONF	CONF		
474254																																																																4367	28544		551			624307	50096		239817	2569662	0	0	0	482743	10769		242269	4066	4887	11735	22360	386188	53507	472010	116850	619258	410513	397594	70427				0	41911					44087	245385	245857	419595							0														0				1834		15111	15247								46983													54292		CONF	CONF		
474357																																																															0	12821	1008		6985			4637	0		18	49043	0	0	0	12928	1989		12277	224	634	1845	3813	6412	0	8749	2860	7429	8205	8872	0				0	0					1365	1215	1630	471							0														23149				0		0	23								3084													869		CONF	CONF		
474450																																																															0	51156	626		60374			19522	420		7293	174376	0	0	0	13689	261		53987	88	1075	2016	2982	7192	337	52113	6441	32177	28214	39540	2064				0	54					2437	5871	1604	5627							0													0	63513				1245		0	541								2735													2166		CONF	CONF	0	
474544																																																															0	11549	4677		11920			6127	0		41	52342	0	0	0	11493	0		15144	826	1591	3556	5162	358	0	3095	9632	9011	14933	3063	1115				0	0					634	0	2997	2118							0														15503				0		0	0								341													445		CONF	CONF		
474656																																																																2628	0		313			10251	0		1793	54185	0	0	0	17905	364		22947	3150	6054	1716	1251	5734	0	2811	11800	9761	5850	4640	1417				0	0					2104	3488	3659	11318							0														0				0		0	0								252													110		CONF	CONF		
474759																																																																7875	21278	0	4052	1288346	4	1288350	19520		691834	3947217	0	32446	0	632348	4101	344437	342366	18187	39923	27554	71723	247519	217594	505091	169278	715489	676547	992821	239805	0	0	0	5246	2098	0				9920	132082	428245	602817	0	32446				0	408														942702				0	15620	40079	15620							0	3668	0	0	0	0	0	0	0	0	0	0	0	0	5638	0	CONF	CONF		
474777																																																																850	0		0			902	412		0	52192	0	0	0	40748	505		201	2	3	164	589	12453	27233	309	82	3088	1373	2503	4054				0	0					853	3212	4282	0							0													0	28842				143		0	0								68													360		CONF	CONF	0	
474919																																																															109166	688258	586409	4177	143797	4089780	0	4089780	1176937		928595	19140249	0	280154	176702	3599758	37528	2013093	1742240	167668	172851	163766	259877	1825745	982322	8260545	561201	3473432	1571849	1429007	143663	0	0	109166	1	49714	0				228369	703313	3006287	2920874	0	280154				32311	9604													0	10184538				68298	124532	25384	128708							0	219483	63	116	7	26341	5653	625	0	3182	0	1234	0	0	217734	625	CONF	CONF	0	
475345																																																																130	752		0			44878	4603		486	162240	0	0	0	24613	171		22706	3200	6596	3027	1045	8884	1761	16396	16418	51067	43278	3766	4122				0	396					2380	10393	51985	19177							0														23366				485		0	6								1721													549		CONF	CONF		
475354																																																																13145	21102		4574			41037	9663		860	334308	0	0	0	57407	5476		34486	728	2352	5287	6337	20598	21753	11805	19602	39832	48981	51012	103880				0	261					13630	18695	79565	54867							0														45820				330		2000	95								6785													5146		CONF	CONF		
475653																																																																21751	1286		7438			32750	10989		981	177464	130	0	0	44142	1675		596	2578	3265	11199	22976	3709	366	14244	22190	29646	46709	13808	5791				576	60					5723	5157	25230	16489							0														65190				166		0	19								2494													834		CONF	CONF		
475756																																																																29910	1604		10814			26012	825		202	121689	0	0	0	14268	378		25048	871	1522	977	1104	1077	8600	10786	11869	16869	15460	18932	31198				0	141					1900	4993	20266	7422							0														14530				109		0	0								1849													1105		CONF	CONF		
476342																																																																4890	1000		1970			3551	173		0	25730	0	0	0	10465	180		1663	195	295	702	307	2913	6045	493	2232	2130	3250	3571	3438				0	102					222	0	746	724							0													0	7994				0		0	0								658													1049		CONF	CONF	0	
476445																																																																7516	0		28899			6183	0		0	50763	0	0	0	2875	139		32714	0	490	535	1015	834	0	4177	28048	13443	1023	84	874				0	0					1279	0	0	2664							0														0				0		0	74								391													743		CONF	CONF		
476472																																																																0	0		0			0	2074		0	43337	0	0	0	25039	24		94	414	543	473	331	9400	13284	2220	24	820	4300	9463	1419				0	0					1007	791	0	818							16														23107				58		0	0								13308													276		CONF	CONF		
476539																																																															0	8572	36		11708			19478	172		2054	89387	0	0	0	17716	0		26455	893	2392	4433	1508	7929	0	4672	18520	27800	13336	4321	0				0	1					1160	2438	10429	9058							58														0				0		900	61								658													4946		CONF	CONF		
476810		71000	8382000	136710000	450000	58691000	98954000	10204000	2583000	493000	639857000	659000	5687000	117345000	3790000	308711000	445383000	27670000	63188000	6049000	7888000	2758000	197000	110000	0	53000	10426000	136102000	7288000	51229000	3261000			358000	6028000	3948000	18526000	0	672000													219673000	3311000	1703000	7000	4000	0	2160000	0	0	346000	19128000		66000	8306000	800000	23000	55242000	9842000		7420000	203000	492000	388625000	593000	661000		83661000	2387000	35422000		2110000	2208000	4283000	3822000	26802000	43781000							200000	0	3042000	118933000	1220000					15000	5846000	1411000	10000000						1147000	464000													0						26071000	51293000									0	0	0	0	0	0				0				2084000		CONF	CONF	0	
477303																																																															0	3856	24835		301			63484	4449		8027	432728	0	0	0	237307	6847		6991	3078	10822	13970	9911	59792	139324	32772	17118	53987	41360	43055	6718				0	55					464	9275	47780	14618							0													0	222071				0		1778	50								6030													3572		CONF	CONF	0	
477321																																																																40227	23157		6933			120975	16148		1447	567867	0	417	0	99393	1653		31146	6620	4349	12215	4206	29644	41765	80375	17810	113811	61195	118657	75847				0	229					6240	11667	105445	65290							0													0	104295				780		47118	44								16569													4915		CONF	CONF	0	
477349																																																																2083	25759		0			9845	9470		0	206156	0	0	0	67565	3308	10921	33307	2844	6606	23789	22910	9236	1895	31289	15667	39494	24959	27119	0				0	0					5492	8661	31201	1943						0	34													0	62760				66		0	8							0	413	0	0	0	0	0			0	0		0	0	40408	66	CONF	CONF	0	
477376																																																																1227	0		2437			1396	0		0	5321	0	0	0	41	0		2585	0	0	0	0	41	0	2956	303	518	189	1208	105				0	0					0	0	84	0							0														0				0		0	0								49													87		CONF	CONF		
477639																																																															1000	609	346		75			39031	1299		0	67956	0	0	0	11547	839		6632	1188	1032	2379	3745	2739	362	17800	8298	13084	9834	5895	1468				0	1278					1523	2301	3490	3584							0														22158				0		0	339								328													367		CONF	CONF		
477648																																																																105994	5100		26354			10511	858		465	200706	0	267	0	9946	484		48386	182	1412	1636	2053	1213	3279	14817	31998	50269	88019	4839	364				0	40					946	1846	19524	15773							0														75139				121		0	23								1952													623		CONF	CONF		
477844																																																															0	47193	875		22304			29193	3379		1957	139663	0	0	0	15753	1613		22381	451	1237	2486	1580	4077	5844	7547	13146	34838	14842	30582	20954				0	72					1213	1353	1344	9826							13														22773				0		0	48								2431													1109		CONF	CONF		
478140																																																																3581	962		1627			11806	1861		3408	86034	0	0	0	22753	517		9521	379	1630	1857	1308	5362	11695	4380	7187	7160	7445	18644	15112				0	4					1020	3651	13131	15542							0													0	46741				0		0	6								1193													4972		CONF	CONF	0	
478195																																																																89133	1561		110587			31317	1600		2324	293595	0	0	0	18330	153		109273	178	2624	1524	3487	8375	2142	35622	75882	37186	41546	38835	44280				0	12					4857	11018	15482	0							0														75883				0		0	440								3207													3574		CONF	CONF		
478252																																																																27949	3044		19967			56399	4806		3330	288831	569	0	0	26568	719		83772	1707	12680	10497	1481	41	0	58252	74567	75495	37537	7999	1846				0	80					3784	31606	37202	69533							0														94159				3077		0	2238								642													1533		CONF	CONF		
478430																																																																3619	0		386			5915	0		1431	23690	0	0	0	3095	0		15839	399	5	1301	1390	0	0	4856	10588	4260	892	0	0				0	0					0	0	0	4243							0													0	0				0		0	606								277													4118		CONF	CONF	0	
478533																																																															0	18137	2308		8301			10671	1491		0	55014	8	0	0	2852	3	67	14038	43	327	1075	1171	236	0	6753	7536	7050	18219	8155	4457				0	11					0	0	6645	4057						0	0													0	2897				4		0	73							0	344	0	0	0	0	4			0	0	0	0	0	129	0	CONF	CONF	0	
478766																																																															0	0	46176		0			19550	3401		0	221700	476	0	1250	3546	189		18590	0	0	0	2438	1107	0	10514	16963	38412	28122	93729	30891				0	8					0	3680	21353	124086							0														171753				2614		0	9								0													178		CONF	CONF		
479071																																																															0	2161	3151		5141			61776	1277		42	156831	0	0	0	18569	1117		43937	937	3345	4150	9470	667	0	27190	12603	68501	25249	4025	0				0	21					19369	5767	23214	14926							347													0	24800				0		0	185								97													18		CONF	CONF	0	
479268																																																																214759	68740	0	140041	376738	0	376738	70814		13237	2009466	0	8409	3375	187134	1157	175126	183760	2801	12064	3255	12791	23345	132878	87224	101549	507241	185916	313375	624736	0	0	0	1881	361	0				6395	73421	213404	341912	0	8409				425	0														715836				7629	346	0	346							0	254058	0	0	0	6308	0	0	0	896	0	0	744	152	36659	0	CONF	CONF		
479370																																																																4808	0		0			42907	1306		0	271163	1961	0	0	82900	2998		38959	5869	58	53	1974	9882	64849	23172	21658	75369	53347	12430	4248				0	62					40762	5700	48970	40028							0													0	0				0		0	7								1175													1501		CONF	CONF	0	
479446																																																															0	59821	89		18483			12036	500		9496	140191	0	0	0	14911	460		15677	487	1304	4377	5924	1737	1082	16501	15029	28418	50217	14225	290				0	15					810	7779	7382	4262							0														14387				450		3815	22								186													124		CONF	CONF		
479567																																																															0	670	0		802			2592	1109		0	30747	0	0	0	8082	161		2750	283	97	455	225	2815	4207	1268	1915	3448	6039	6134	3801				0	0					399	128	5049	2779							0													0	0				0		0	0								3966													5010		CONF	CONF	0	
479754																																																															0	12778	761		25334			37682	9287		1653	131101	0	0	0	5242	533		40736	0	541	1940	932	1460	369	20479	19716	38258	38596	7144	1137				26	0					453	4949	6887	16331							0														4682				0		0	243								8942													0		CONF	CONF		
479839																																																																1727	12544		31			38836	15219		0	485010	0	0	0	127224	1331		54325	1231	4537	8195	15164	35410	62292	34521	31715	83641	14814	94561	96696				1991	0					5203	34187	49575	175668							0														135332				85		333	184								1162													19795		CONF	CONF		
480059																																																																1282	1327		0			5900	159		0	73111	0	0	0	20394	16	3967	12711	995	782	4356	6515	1918	5828	9286	6465	11815	10835	7303	5916				0	36					13749	8148	14213	6812						388	0													0	0				625		0	8							0	447	0	237	0	0	0			0	0		0	0	620	0	CONF	CONF	0	
480228		1872000	5596000	103567000	549000	229307000	65612000	35353000	1479000	21916000	953077000	0	11614000	224040000	1630000	163214000	519299000	43437000	60896000	46580000	46970000	8827000	181000	65000	0	0	14175000	79834000	28471000	5455000	1978000			571000	9367000	22966000	42112000	4641000	17096000													195068000	4620000	590000	33843000	688000	127000	754000	0	0	0	8834000		1872000	5096000	18330000	549000	226167000	13120000		35353000	130000	21914000	858936000	0	19925000		224040000	1630000	88659000		4833000	5407000	11979000	20225000	70408000	109700000							88000	0	499000	79834000	28471000					571000	9079000	22966000	38880000						2873000	1470000													0						30286000	37460000									33843000	0	46000	3000	126000	3000				0				8833000		CONF	CONF	0	
480246																																																																433	0		359			1940	0		0	29274	0	0	0	20648	0		1695	114	427	466	1123	17930	588	423	738	1684	1675	3636	151				0	0					246	0	0	2665							0														0				0		0	7								1643													1333		CONF	CONF		
480330																																																																0	282		0			0	910		0	7121	0	0	0	4892	11	0	429	0	0	239	0	685	3968	12	429	637	123	1029	0				0	0					0	0	0	1014						0	0													0	0				0		0	0							0	0	0	0	0	0	0			0	0		0	0	12	0	CONF	CONF	0	
480433																																																																1614	5910		15			49039	6525		561	201975	0	0	1769	71161	669		24905	5134	3633	2506	6510	19463	33226	10656	8923	42151	14208	33092	21530				54	1427					7256	13996	23263	14197							0													0	83812				609		0	62								1096													5130		CONF	CONF	0	
480723																																																																584	10142		0			13428	15929		45	164513	0	0	0	63358	3384	8801	12247	35947	3200	3658	1598	6184	10408	15092	5405	19940	15732	12878	31784				0	139					11089	6995	20498	17281						0	493													0	89429				0		0	0							0	1397	0	0	0	0	0			0	0		0	0	244	0	CONF	CONF	0	
480853																																																															0	5298	540		250			17935	811		1026	77239	1184	8351	0	26768	835		10645	595	2140	1122	2014	15174	4191	7601	8250	15702	14423	3902	1192				0	22					2189	467	3606	401							0													0	26768				0		0	700								3395													5829		CONF	CONF	0	
481140																																																																4937	936		1836			983	41		0	20320	0	193	0	9447	77		7209	399	2469	5466	559	492	0	1156	3185	4325	1104	450	536				0	1					62	0	637	675							0														0				0		0	0								324													171		CONF	CONF		
481159																																																																3491	0		28056			51602	0		0	107230	0	0	0	10383	0		58296	4080	1803	2822	1373	33	99	30841	21572	27653	16076	308	0				0	0					3515	0	9376	0							0														0				0		0	0								378													429		CONF	CONF		
481177																																																																49598	18262	8762	49831	270048	0	270048	13610		2351	754769	0	38	0	171612	4411	79515	140538	26001	9242	7329	24319	71758	31870	94260	93790	201626	107905	57859	22464	0	0	0	0	60	0				8948	19139	104168	32375	0	38				15	388													0	168764				4213	248	0	9010							0	647	0	501	0	0	2019	853	0	825	0	0	0	0	661	853	CONF	CONF	0	
481430																																																																0	14071		0			92201	6459		0	291029	1732	0	0	5893	63		34217	588	95	180	169	4862	0	24278	15549	90955	41934	114151	0				0	0					5289	5289	58414	105005							0													0	0				0		0	0								0													77		CONF	CONF	0	
481579																																																																27932	0		10364			9246	509		0	72437	0	0	0	17141	507	5930	11808	198	393	1305	3693	11239	313	12417	3732	11051	12136	11101	4709				0	0					1153	0	1642	1316						0	80														14492				0		0	558							0	821	0	0	0	0	0			0	0	0	0	0	1248	0	CONF	CONF		
481627																																																																1290	1455		26			34467	6201		12771	260728	0	0	0	94270	1213		23743	2622	10318	3395	2460	13896	60644	5381	6378	34233	28124	60817	28755				0	80					521	2645	17549	17860							92														174331				0		0	68								46778													23534		CONF	CONF		
481748																																																															0	4090	0		5183			2610	0		540	27971	0	0	0	7825	236		8641	623	557	2158	3859	599	0	5436	2300	4316	2764	5184	0				0	0					540	0	658	0							0														0				0		0	1052								440													4797		CONF	CONF		
481944																																																															0	9355	5081		3628			10444	8014		0	113944	0	0	0	22488	664		18375	1463	4268	7403	800	4887	3171	17013	10594	19741	30457	10113	1663				63	59					1863	167	9131	28670							0													0	17198				266		0	102								8684													5531		CONF	CONF	0	
482053																																																															0	124072	1819	0	102349	34755	0	34755	3631		2558	325122	0	0	0	27791	939	4896	95345	1468	2183	4664	6708	10661	2094	62223	40865	60598	46270	58269	23161	0	0	0	0	290	0				2189	2378	11349	6270	0	0				0	0														46169				0	291	0	291							0	2013	0	0	0	0	0	0	0	0	0	0	0	0	2428	0	CONF	CONF		
482156																																																															0	60792	17694		38642			54966	6853		4860	475658	0	0	0	123804	1238		148612	79162	2249	6064	20315	7469	8365	72807	72229	82224	56566	47874	19679				0	0					20952	15443	27265	52909							0													0	231439				4262		48332	100								1263													545		CONF	CONF	0	
482370																																																																1238	537		0			0	0		0	26618	0	0	0	21545	525	3481	2074	45	1119	2501	3447	12691	1742	1003	456	875	2573	166	0				0	0					828	0	0	479						0	0														20065				0		0	0							0	426	0	0	0	0	0			0	0		0	0	1040	0	CONF	CONF		
482446																																																															0	10362	3855		4811			15312	3958		437	70400	227	0	0	11832	464		18559	1548	1809	2189	3339	771	1969	5326	10006	21360	18339	2435	1098				0	0					757	0	9570	8223							20													0	31786				1096		0	5								402													639		CONF	CONF	0	
483274																																																																0	3385		0			0	1382		0	332535	0	0	0	321998	3705		972	2106	2220	4507	4461	90882	217218	1525	21	845	942	6333	872				0	0					0	0	120	1332							0														0				38		0	4								392													217		CONF	CONF		
483537																																																																62	2279		0			4777	129		0	69832	0	0	0	27852	784		20093	114	1247	2249	6298	4258	13685	7838	10903	9077	9509	1874	2739				0	4					7849	7141	8267	9328							0													0	10370				689		0	514								231													615		CONF	CONF	0	
483751																																																																80314	122		12267			19845	1518		0	288221	0	4884	0	96880	0		40211	3752	9953	21131	27832	22584	10915	15862	28846	43068	23146	39456	39699				800	0					6609	0	27237	28958							579														54181				330		0	43								3961													4783		CONF	CONF		
484057																																																															0	4467	0		4466			10904	0		0	53903	0	0	0	52	0		12847	0	0	52	0	0	0	4148	8699	13209	24927	2739	0				0	0					105	11425	5691	9344							0														0				0		0	0								4248													3201		CONF	CONF		
484141																																																															0	5692	202		3522			9120	1142		2664	42168	0	0	0	7551	252		3898	666	627	1332	139	2117	2640	6789	3333	10652	3377	7741	2523				0	0					0	215	10400	555							0														8006				66		0	0								262													591		CONF	CONF		
484776																																																																13428	10665		2975			42107	6853		1660	166940	511	1792	0	33373	2163		31827	1499	3174	12854	10723	4077	980	9874	21477	42136	48677	11519	227				0	65					2275	6804	29030	9260							0													0	65007				0		0	60								1861													3080		CONF	CONF	0	
485054																																																															1026	14388	0		22866			4406	0		890	46198	0	0	0	287	0		25065	0	0	14	189	85	0	23811	3936	6490	6057	4718	897				0	4					0	306	0	1311							0														6106				0		0	17								353													344		CONF	CONF		
485139																																																																2769	106		23			19150	125		0	79741	0	0	0	20310	12	15385	27004	1134	3599	8505	6770	265	0	10186	12085	26856	4172	3991	96				0	0					0	1249	15535	11778						0	0														7256				0		153	3821							0	1009	0	0	0	0	0			0	0		0	0	3701	0	CONF	CONF		
485214																																																																5249	7300		902			9218	2827		522	107669	0	0	0	45981	886		12204	1165	2015	1728	2507	9387	28764	7147	5581	12526	4489	12314	19468				0	8					5131	5923	9048	13032							0														45565				5		0	0								595													1047		CONF	CONF		
485456																																																																9523	5754		2446			62185	0		0	260124	371	0	5154	60198	1252		42118	3663	8057	8103	11838	16071	12466	20148	32302	51718	23742	32129	34588				0	38					4601	8131	31966	66936							0														59155				812		0	142								5941													1382		CONF	CONF		
485559																																																															22386	65672	1951219	124135	53956	16644071	1236	16645307	2641595		1234833	60760554	733	524194	274399	10545044	177057	4416486	12711736	664496	514154	808712	788028	2471872	5185559	30041072	1616799	8382231	4124568	5053517	659672	22	2013	20351	114122	205497	169479				319676	2583444	6670907	7548384	0	524194				118151	40025													0	39365796				205048	1229917	7633799	1354052							0	68636	0	9556	0	8439	899	67131	0	872	0	0	0	0	401507	67131	CONF	CONF	0	
487142																																																																14585	0		3499			2882	0		456	53702	0	0	0	20274	47		11151	936	1672	7124	9828	522	0	1918	6625	8760	15031	812	0				0	2					0	53	2967	394							0														0				0		0	170								5191													3182		CONF	CONF		
487357																																																																73362	5838	0	18713	34488	0	34488	3035		0	422249	0	2148	0	183914	3549	134795	60591	14980	30301	32385	52159	23613	28820	33784	39755	51522	61696	17836	33356	0	0	0	0	46	0				12771	2876	20663	36808	0	2148				56	0														388869				56	0	6010	0							0	13502	0	0	0	0	0	0	0	0	0	0	0	0	4526	0	CONF	CONF		
487843																																																															0	3179	0		593			6916	876		32	52990	83	0	0	19600	237		12457	1420	2068	6860	6328	2452	407	3174	5795	10333	10361	3804	0				0	38					0	0	8556	6616							0													0	0				0		0	82								4249													2099		CONF	CONF	0	
488318	17524			0	0	0	0		0	0	17524	0	0			6	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0													0	870	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	17524	0	0		17524	0	0		6	0	0	77	11715	3012							0	0	0	0	0					0	0	0	0						870	785													0						0	0									0	0	0	0	0	0				0				0		CONF	CONF	0	
488420																																																																478	502		0			3139	929		0	63909	345	0	0	44857	151		1863	5	17	2807	3006	19506	18787	1262	636	3722	2614	7794	3141				0	54					1246	2823	5517	1383							0														0				316		0	63								894													2218		CONF	CONF		
