"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
1377521	20160630	Merchants Bank of California, National Association	27477	Carson	CA	90745	
1386251	20160630	BancFirst	27476	Oklahoma City	OK	73102	
1387203	20160630	Liberty Bank Minnesota	26891	Saint Cloud	MN	56301	
1387605	20160630	Northwest Bank	32647	Spencer	IA	51301	
1390324	20160630	Standing Stone Bank	27506	Lancaster	OH	43130	
1391778	20160630	Comenity Bank	27499	Wilmington	DE	19803	
1394621	20160630	METRO BANK	27510	PELL CITY	AL	35128	
1394676	20160630	AMERICAN EXPRESS CENTURION BANK	27471	SALT LAKE CITY	UT	84184	
1396764	20160630	Berkshire Bank	27503	New York	NY	10016	
1397471	20160630	BANK OF LITTLE ROCK	91280	LITTLE ROCK	AR	72203	
1401387	20160630	OLD LINE BANK	27599	Bowie	MD	20716	
1401891	20160630	VALLEY BANK	27518	Glasgow,	MT	592300511	
1402384	20160630	North Alabama Bank	27560	Hazel Green	AL	35750	
1402610	20160630	Georgia Bank and Trust Company of Augusta	27574	Augusta	GA	30909	
1404481	20160630	Bank of Walterboro	27496	Walterboro	SC	29488	
1404883	20160630	BURLING BANK	27556	Chicago	IL	60604	
1404940	20160630	Bank of New Castle	27575	New Castle	DE	19720	
1406980	20160630	Tri-State Bank & Trust	27611	Haughton	LA	71037	
1407932	20160630	Fulton Bank of New Jersey	27614	Mt. Laurel	NJ	080963505	
1411032	20160630	Inland Northwest Bank	27601	Spokane	WA	99201	
1412619	20160630	1St Constitution Bank	27552	Cranbury	NJ	08512	
1412712	20160630	Community West Bank, National Association	27572	Goleta	CA	93117	
1414819	20160630	HELM BANK USA	32718	MIAMI	FL	33131	
1416279	20160630	Prudential Bank & Trust, FSB	32957	Hartford	CT	06103	
1418255	20160630	TUSTIN COMMUNITY BANK	32908	TUSTIN	CA	92780	
1421161	20160630	BANK OF BLUE VALLEY	32722	OVERLAND PARK	KS	66225	
1429028	20160630	BALLINGER NATIONAL BANK	34456	BALLINGER	TX	76821	
1435092	20160630	Texas National Bank	34014	Sweetwater	TX	79556	
1436071	20160630	Drummond Community Bank	32737	Chiefland	FL	32626	
1436204	20160630	BANK OF MARIN	32779	NOVATO	CA	94947	
1438589	20160630	NEW YORK COMMERCIAL BANK	32749	WESTBURY	NY	11590	
1439054	20160630	Prime Bank	32836	Orange	CT	06477	
1439456	20160630	Rockwood Bank	32745	Eureka	MO	63025	
1440117	20160630	COMMUNITY FIRST BANK	32838	WALHALLA	SC	29691	
1442661	20160630	COUNTY FIRST BANK	32904	LA PLATA	MD	20646	
1443266	20160630	Bank of America California, National Association	25178	San Francisco	CA	94101	
1444021	20160630	BlackRock Institutional Trust Company, N.A.	32961	San Francisco	CA	941052212	
1445943	20160630	WHITAKER BANK, INC	32912	LEXINGTON	KY	40509	
1447639	20160630	WestStar Bank	32941	El Paso	TX	79901	
1456501	20160630	MORGAN STANLEY BANK, N.A.	32992	SALT LAKE CITY	UT	84111	
1458608	20160630	Gulf Coast Bank & Trust Company	32974	New Orleans	LA	70130	
1459717	20160630	FIRST COLLINSVILLE BANK	33005	COLLINSVILLE	IL	62234	
1459735	20160630	COUNTY BANK	33009	REHOBOTH BEACH	DE	19971	
1459799	20160630	First Peoples Bank	33010	Pine Mountain	GA	31822	
1462986	20160630	Asian Pacific National Bank	33013	San Gabriel	CA	91776	
1469677	20160630	Heritage Bank Inc	33119	Erlanger	KY	41018	
1470150	20160630	First Farmers & Merchants National Bank Fairmont	33131	Fairmont	MN	56031	
1474309	20160630	Community Bank & Trust - Alabama	32968	Union Springs	AL	36089	
1478231	20160630	CORNERSTONE COMMUNITY BANK	33137	GRAFTON	WI	53024	
1479470	20160630	Woodlands Bank	33136	Williamsport	PA	17701	
1479676	20160630	LIBERTY BANK, N.A.	33135	TWINSBURG	OH	440870560	
1481745	20160630	Premier Bank Minnesota	33204	Farmington	MN	55024	
1481754	20160630	Premier Bank Rochester	33202	Rochester	MN	55902	
1492817	20160630	First Kansas Bank	18474	Hoisington	KS	67544	
1493319	20160630	Gateway Bank, FSB	33103	Oakland	CA	94118	
1494482	20160630	Sound Banking Company	33183	Lakewood	WA	98499	
1494914	20160630	Shinhan Bank America	33188	New York	NY	10001	
1516423	20160630	Fidelity Bank of Florida, N.A.	33198	Merritt Island	FL	32953	
1629903	20160630	Associated Trust Company, National Association	27102	Milwaukee	WI	53201	
1718188	20160630	Northrim Bank	33216	Anchorage	AK	995241489	
1718469	20160630	Colorado Federal Savings Bank	33111	Greenwood Village	CO	80111	
1820979	20160630	The Trust Company NA	33239	Holland	OH	43528	
1826382	20160630	Morris Plan Company Of Terre Haute, The	32907	Terre Haute	IN	47807	
1836701	20160630	ENTERPRISE BANK	33380	OMAHA	NE	68144	
1842065	20160630	Privatebank And Trust Company, The	33306	Chicago	IL	60603	
1852569	20160630	ANZ Guam Inc.	33316	Hagatna	GU	96910	
1862719	20160630	First Bank and Trust	33405	New Orleans	LA	701120000	
1863097	20160630	Ledyard National Bank	33418	Norwich	VT	05055	
1864197	20160630	OAK VALLEY COMMUNITY BANK	33457	OAKDALE	CA	95361	
1867983	20160630	Citizens First Bank	33440	The Villages	FL	32162	
1872941	20160630	Arbor Bank	33450	Nebraska City	NE	68410	
1872996	20160630	Monona State Bank	33458	Monona	WI	53716	
1879016	20160630	TODAY'S BANK	33470	HUNTSVILLE	AR	72740	
1883321	20160630	First American Trust, FSB	26312	Santa Ana	CA	92707	
1885932	20160630	Crescent Bank & Trust	33492	New Orleans	LA	70163	
1890525	20160630	Unity Bank	33503	Clinton	NJ	08809	
1892154	20160630	First National Bank of Coffee County	33506	Douglas	GA	31534	
1893049	20160630	Nordstrom Fsb	33497	Scottsdale	AZ	85255	
1897270	20160630	Mohave State Bank	33508	Lake Havasu City	AZ	86403	
1900675	20160630	CITIZENS BANK OF PAGOSA SPRINGS	33511	PAGOSA SPRINGS	CO	81147	
1908082	20160630	Bank of North Carolina	33527	High Point	NC	27265	
1914421	20160630	Rock Canyon Bank	33542	Orem	UT	84059	
1917301	20160630	Lake Forest Bank & Trust	27589	Lake Forest	IL	60045	
1918344	20160630	Preferred Bank	33539	Los Angeles	CA	90017	
1929247	20160630	CENTERSTATE BANK OF FLORIDA, NA	33555	WINTER HAVEN	FL	33880	
1940747	20160630	Desjardins Bank N.A.	33565	Hallandale Beach	FL	33009	
1945247	20160630	United Bank of Philadelphia	33568	Philadelphia	PA	19102	
1962888	20160630	Acadia Trust, National Association	33597	Portland	ME	04101	
1972298	20160630	My Bank	33616	Belen	NM	87002	
1977248	20160630	Trust Company of America	33639	Centennial	CO	80112	
2002222	20160630	Citizens Community Bank	33739	Winchester	TN	37398	
2006024	20160630	International Bank of Chicago	33708	Chicago	IL	60640	
2007991	20160630	CITIZENS COMMUNITY BANK	33753	MASCOUTAH	IL	62258	
2009605	20160630	STARION FINANCIAL	33758	BISMARCK	ND	58501	
2010722	20160630	Village Bank	33761	St. Francis	MN	55070	
2037185	20160630	First Community Bank of East Tennessee	33794	Rogersville	TN	37857	
2044811	20160630	Wheaton Bank & Trust Co.	33803	Wheaton	IL	60187	
2044820	20160630	Community Bank of Elmhurst	33805	Elmhurst	IL	60126	
2047504	20160630	Opus Bank	33806	Irvine	CA	92612	
2051127	20160630	AMERICAN NATIONAL BANK-FOX CITIES	33812	APPLETON	WI	54911	
2059990	20160630	Priority Bank	33818	Fayetteville	AR	72703	
2068107	20160630	Capital Community Bank	33823	Provo	UT	84604	
2078290	20160630	Columbia State Bank	33826	Tacoma	WA	98402	
2107181	20160630	FDS BANK	33831	MASON	OH	45040	
2107341	20160630	First Community Bank Of The Ozarks	33832	Branson	MO	65616	
2108348	20160630	First Community Bank	33842	Elgin	IL	601235547	
2110640	20160630	IDAHO INDEPENDENT BANK	33845	HAYDEN LAKE	ID	83835	
2111553	20160630	Citizens Bank of Northern Kentucky	33846	Newport	KY	41071	
2119773	20160630	Hinsdale Bank & Trust Company	33849	Hinsdale	IL	605214234	
2121196	20160630	TD Bank USA, NA	33947	Wilmington	DE	19808	
2122997	20160630	CREDIT FIRST NATIONAL ASSOCIATION	33855	BROOK PARK	OH	44142	
2123930	20160630	The Bank of Milan	33851	Milan	TN	38358	
2132370	20160630	United Business Bank, FSB	33114	Oakland	CA	94621	
2132594	20160630	Catskill Hudson Bank	33859	Kingston	NY	12401	
2132941	20160630	The National Bank of Indianapolis	33860	Indianapolis	IN	46204	
2140348	20160630	Allied First Bank, SB	55130	Oswego	IL	60543	
2142155	20160630	Quad City Bank and Trust Company	33867	Bettendorf	IA	52722	
2146023	20160630	Liberty Bank	33873	Alton	IL	62002	
2163477	20160630	Raymond James Trust NA	33879	St. Petersburg	FL	33716	
2164111	20160630	Wisconsin River Bank	33880	Sauk City	WI	535830636	
2180410	20160630	The Trust Company of Virginia	58700	Richmond	VA	23235	
2182786	20160630	Goldman Sachs Bank, USA	33124	New York	NY	10282	
2193616	20160630	Raymond James Bank NA	33893	St. Petersburg	FL	33716	
2209553	20160630	Heritage Bank of Commerce	33905	San Jose	CA	95113	
2218443	20160630	Frontier Bank	33922	Rock Rapids	IA	51246	
2224613	20160630	Mackinac Savings Bank, F.S.B.	33925	Boynton Beach	FL	33426	
2232757	20160630	Charlevoix State Bank	33926	Charlevoix	MI	49720	
2233875	20160630	Natbank, National Association	33959	Hollywood	FL	33020	
2236821	20160630	Patriot Bank, National Association	33928	Stamford	CT	06901	
2239288	20160630	Wintrust Bank	33935	Chicago	IL	60604	
2253891	20160630	Capital One Bank (USA), National Association	33954	Glen Allen	VA	23060	
2262718	20160630	SYNOVUS BANK	33962	COLUMBUS	GA	319022024	
2265456	20160630	Wilmington Trust, National Association	34069	Wilmington	DE	19890	
2267683	20160630	Middleton Community Bank	33978	Middleton	WI	53562	
2281371	20160630	Bank of St. Croix	33990	Christiansted	VI	008244240	
2290887	20160630	The Simsbury Bank and Trust Company, Inc.	33999	Simsbury	CT	060700248	
2297998	20160630	EVERTRUST BANK	34010	PASADENA	CA	91101	
2298995	20160630	Village Bank & Trust	34011	Arlington Heights	IL	60005	
2304382	20160630	Prime Pacific Bank,NA	34022	Lynnwood	WA	98036	
2304636	20160630	Community Bank	34020	Topeka	KS	666144195	
2305969	20160630	TNBank	34023	Oak Ridge	TN	37830	
2316714	20160630	PARK RIDGE COMMUNITY BANK	34038	PARK RIDGE	IL	600684721	
2317672	20160630	First American State Bank	34040	Greenwood Village	CO	80111	
2325882	20160630	Deutsche Bank Trust Company, National Association	34056	New York	NY	101540004	
2328137	20160630	First Community Bank	34047	Lexington	SC	29072	
2328285	20160630	Private Trust Company, National Association, The	34057	Cleveland	OH	44115	
2329200	20160630	Bay Bank	34052	Green Bay	WI	54313	
2332666	20160630	ALBINA COMMUNITY BANK	34106	PORTLAND	OR	97212	
2332910	20160630	First Commercial Bank (USA)	34496	Alhambra	CA	91801	
2333140	20160630	Neighborhood National Bank	34548	San Diego	CA	92113	
2333298	20160630	First Bank & Trust	34060	Evanston	IL	60201	
2337335	20160630	UMB Bank & Trust, National Association	34065	St. Louis	MO	63102	
2339535	20160630	American Enterprise Bank	34090	Buffalo Grove	IL	60089	
2339599	20160630	Capitol Bank	34074	Madison	WI	53717	
2339795	20160630	LIBERTYVILLE BANK & TRUST COMPANY	34073	LIBERTYVILLE	IL	60048	
2339900	20160630	Illinois Bank & Trust	34076	Rockford	IL	61114	
2342160	20160630	RIDGESTONE BANK	34101	BROOKFIELD	WI	53005	
2343167	20160630	PAN AMERICAN BANK	34108	MELROSE PARK	IL	60160	
2344753	20160630	Thomasville National Bank	34068	Thomasville	GA	317991999	
2349301	20160630	Heritage Bank of Nevada	34072	Reno	NV	89502	
2349459	20160630	FIRST BANK	34116	DALTON	GA	307220459	
2353595	20160630	First Community Bank	13012	Bluefield	VA	24605	
2354323	20160630	Greater Community Bank	34138	Rome	GA	30165	
2354387	20160630	Quantum National Bank	34110	Suwanee	GA	30024	
2354985	20160630	Customers Bank	34444	Phoenixville	PA	19460	
2356091	20160630	First United Bank And Trust Company, Inc.	34150	Madisonville	KY	42431	
2358769	20160630	BNC National Bank	57197	Glendale	AZ	85308	
2360904	20160630	Pacific Global Bank	34089	Chicago	IL	60616	
2362074	20160630	C1 Bank	34092	St. Petersburg	FL	33701	
2362458	20160630	Wells Fargo Bank South Central, N.A.	5146	Houston	TX	77007	
2370994	20160630	MBank	34093	Gresham	OR	97030	
2371508	20160630	Patriot Bank	34098	Tulsa	OK	74137	
2371816	20160630	WEST POINTE BANK	34162	OSHKOSH	WI	54902	
2372774	20160630	Summit Community Bank Inc.	34102	Moorefield	WV	26836	
2376464	20160630	Community Bank, Coast	34121	Biloxi	MS	39533	
2382308	20160630	Crestmark Bank	34353	Troy	MI	48098	
2385514	20160630	The First, A National Banking Association	34217	Hattiesburg	MS	39404	
2390929	20160630	Bank Of Ann Arbor	34120	Ann Arbor	MI	48107	
2391588	20160630	Olmsted National Bank	34171	Rochester	MN	55901	
2396592	20160630	Peoples Bank of Seneca	34146	Seneca	MO	64865	
2396604	20160630	The Bank of Star Valley	34148	Afton	WY	83110	
2398701	20160630	Modern Bank, National Association	22398	New York	NY	10019	
2399119	20160630	First Capital Bank Of Kentucky, The	34125	Louisville	KY	40207	
2434113	20160630	Bank Rhode Island	34147	Providence	RI	02903	
2435660	20160630	Central Bank of Jefferson Co., Inc.	34153	Louisville	KY	40222	
2445052	20160630	COMMUNITY BANK OF OAK PARK RIVER FOREST	34325	OAK PARK	IL	603011101	
2446152	20160630	Valley Business Bank	34156	Visalia	CA	93291	
2451240	20160630	Pacific Coast Bankers' Bank	34252	Walnut Creek	CA	94596	
2454607	20160630	Ouachita Independent Bank	34332	Monroe	LA	71201	
2454867	20160630	COMMUNITY BANK	34249	NEVADA	IA	50201	
2465881	20160630	PLATTE VALLEY BANK	34211	SCOTTSBLUFF	NE	69361	
2467670	20160630	Applied Bank	34193	Wilmington	DE	19803	
2471239	20160630	CFG Community Bank	34294	Baltimore	MD	21209	
2482824	20160630	GREAT PLAINS NATIONAL BANK	34207	Elk City	OK	73644	
2483120	20160630	SURREY BANK & TRUST	34209	MOUNT AIRY	NC	27030	
2483438	20160630	Community Bank of the Bay	34210	Oakland	CA	94612	
2485544	20160630	Bank Of Washington, The	34214	Lynnwood	WA	98036	
2489805	20160630	MORGAN STANLEY PRIVATE BANK, N.A.	34221	PURCHASE	NY	10577	
2490285	20160630	FIRST NATIONAL BANK	34455	ROTAN	TX	79546	
2491291	20160630	First South Bank	34222	Spartanburg	SC	29306	
2493697	20160630	American Bank of Commerce	34232	Provo	UT	846044424	
2496081	20160630	Metro Bank	34308	Louisville	KY	40210	
2497181	20160630	PLANTERS BANK INC.	34254	HOPKINSVILLE	KY	42241	
2502656	20160630	USAA Savings Bank	34351	Las Vegas	NV	89169	
2502825	20160630	DSRM National Bank	34331	Albuquerque	NM	87109	
2505424	20160630	Wolf River Community Bank	34240	Hortonville	WI	54944	
2505451	20160630	The Citizens Bank of Forsyth County	34229	Cumming	GA	30040	
2505460	20160630	THE BANK	34409	JENNINGS	LA	70546	
2506056	20160630	Rock Branch Community Bank, Inc.	34245	Nitro	WV	25143	
2506328	20160630	CACHE BANK & TRUST	34328	GREELEY	CO	80634	
2506757	20160630	First Sentry Bank, Inc.	34241	Huntington	WV	25721	
2508751	20160630	Barrington Bank & Trust Company N.A.	34395	Barrington	IL	60010	
2512347	20160630	CITIZENS COMMERCE NATIONAL BANK	34256	VERSAILLES	KY	40383	
2514837	20160630	PROVINCIAL BANK	34443	LAKEVILLE	MN	55044	
2515320	20160630	FORTIS PRIVATE BANK	34401	Denver	CO	80202	
2516626	20160630	Carolina Bank	34348	Greensboro	NC	274040209	
2518497	20160630	River Cities Bank	34304	Wisconsin Rapids	WI	54494	
2524797	20160630	Investors Community Bank	34295	Manitowoc	WI	542210700	
2529176	20160630	Security National Bank of South Dakota	34394	Dakota Dunes	SD	57049	
2531562	20160630	1st Equity Bank	34393	Skokie	IL	60076	
2531991	20160630	Wells Fargo Delaware Trust Company, N.A.	34465	Wilmington	DE	19801	
2532082	20160630	Citizens First Bank	34311	Wartburg	TN	37887	
2533043	20160630	AMERICAN METRO BANK	34334	Chicago	IL	60640	
2533119	20160630	NorthSide Community Bank	34416	Gurnee	IL	60031	
2535551	20160630	Southern Missouri Bank of Marshfield	34445	Marshfield	MO	65706	
2535560	20160630	Bank Of Bolivar	34397	Bolivar	MO	65613	
2536633	20160630	Hiawatha Bank & Trust Company	34488	Hiawatha	IA	52233	
2539081	20160630	Shore Community Bank	34253	Toms River	NJ	8753	
2539960	20160630	Premier Bank	34384	Rock Valley	IA	51247	
2562137	20160630	NORTHSTAR BANK	34407	ESTHERVILLE	IA	51334	
2562164	20160630	Coastal Community Bank	34403	Everett	WA	98203	
2567123	20160630	U.S. Bank Trust Company, N.A.	34588	Portland	OR	97204	
2568063	20160630	First Command Bank	34415	Fort Worth	TX	76109	
2569387	20160630	Independence Trust Company	34553	Franklin	TN	37064	
2576134	20160630	WebBank	34404	Salt Lake City	UT	84111	
2576143	20160630	SOUTHPORT BANK	34289	KENOSHA	WI	53142	
2577739	20160630	Bank Of Jackson, The	34457	Jackson	TN	38305	
2579069	20160630	Coast National Bank	34381	San Luis Obispo	CA	93401	
2580243	20160630	American Bank	34422	Allentown	PA	181044454	
2586281	20160630	FIRST SECURITY BANK, INC.	34524	OWENSBORO	KY	42301	
2587916	20160630	Marine Bank & Trust Company	34233	Vero Beach	FL	32963	
2590037	20160630	State Farm Bank, F.S.B.	34617	Bloomington	IL	61710	
2594240	20160630	The Capital Bank	34562	Little Rock	AR	72211	
2594419	20160630	Edison National Bank	34489	Fort Myers	FL	33907	
2595975	20160630	Builders Bank	34613	Chicago	IL	60601	
2596646	20160630	FIRST COMMUNITY BANK	34533	BATESVILLE	AR	72503	
2597223	20160630	Legacy Trust Company, National Association	57380	Houston	TX	77002	
2598396	20160630	Prairie Community Bank	34526	Marengo	Il	60152	
2600039	20160630	Computershare Trust Company NA	34629	Canton	MA	02021	
2602828	20160630	STATE BANK	34441	GREEN RIVER	WY	82935	
2605566	20160630	Eaglemark Savings Bank	34313	Carson City	NV	89706	
2607412	20160630	Spring Valley Bank	34386	Wyoming	OH	45215	
2608754	20160630	Mercantile Bank of Michigan	34598	Grand Rapids	MI	495012208	
2610784	20160630	Key Community Bank	34644	Inver Grove Heights	MN	55076	
2614018	20160630	Kentucky Neighborhood Bank	34572	Elizabethtown	KY	42701	
2614344	20160630	Peoples Bank Of East Tennessee	34517	Madisonville	TN	37354	
2615190	20160630	Merrick Bank Corporation	34519	South Jordan	UT	84095	
2615220	20160630	Community First Banking Company	34610	West Plains	MO	65775	
2618780	20160630	Texas Capital Bank, N.A.	34383	Dallas	TX	752016908	
2619714	20160630	Alliance Bank	34566	Cape Girardeau	MO	63701	
2619732	20160630	Community First Bank	34611	Harrison	AR	72601	
2621285	20160630	Covenant Bank	34460	Leeds	AL	35094	
2621940	20160630	The Community Bank	34666	Liberal	KS	67901	
2624400	20160630	Crystal Lake Bank & Trust	34681	Crystal Lake	IL	60014	
2625724	20160630	Southwestern National Bank	34319	Houston	TX	77036	
2626794	20160630	The Foothills Bank	34573	Yuma	AZ	85367	
2631172	20160630	State Bank Financial	10383	La Crosse	WI	546020159	
2631314	20160630	Platinum Bank	34620	Brandon	FL	33511	
2631323	20160630	Victory State Bank	34565	Staten Island	NY	10308	
2631846	20160630	North American Banking Company	34836	Roseville	MN	55113	
2634191	20160630	Glacier Bank	30788	Kalispell	MT	59901	
2634351	20160630	Macatawa Bank	34618	Holland	MI	49424	
2641827	20160630	New Covenant Trust Company	34732	Jeffersonville	IN	47130	
2642598	20160630	Community First Bank	34627	Kennewick	WA	99336	
2643595	20160630	Pacific Crest Savings Bank	34585	Lynnwood	WA	980374763	
2648376	20160630	Hometown Bank NA	34727	Carthage	MO	64836	
2649122	20160630	New Mexico Bank & Trust	34726	Albuquerque	NM	87102	
2649177	20160630	The Pitney Bowes Bank, Inc.	34599	Salt Lake City	UT	84106	
2650333	20160630	Peoples State Bank	34702	Lake City	FL	32025	
2651899	20160630	Cedar Hill National Bank	34478	Charlotte	NC	28273	
2652092	20160630	EagleBank	34742	Bethesda	MD	20814	
2654911	20160630	Principal Bank	34507	Des Moines	IA	50392	
2655495	20160630	Community Bank and Trust of Florida	34683	Ocala	FL	344781570	
2661861	20160630	PEOPLE'S BANK OF COMMERCE	34685	MEDFORD	OR	97504	
2666400	20160630	INDEPENDENT BANK	34728	MEMPHIS	TN	38157	
2667920	20160630	U.S. Bank Trust National Association SD	34813	Sioux Falls	SD	57102	
2667939	20160630	FARMERS & MERCHANTS BANK OF COLBY	34719	COLBY	KS	67701	
2667957	20160630	Nebraskaland National Bank	34811	North Platte	NE	69101	
2668598	20160630	Portage Community Bank	34760	Ravenna	OH	44266	
2678449	20160630	Synergy Bank, S.S.B.	34669	Mckinney	TX	75070	
2683014	20160630	Cardinal Bank	34733	McLean	VA	22102	
2684552	20160630	American Bank of Oklahoma	34606	Collinsville	OK	740210066	
2686211	20160630	Crown Bank	34259	Ocean City	NJ	08226	
2686529	20160630	InvesTrust, NA	34988	Oklahoma City	OK	73118	
2687133	20160630	Premier Bank	34849	Dubuque	IA	52002	
2687487	20160630	TCM Bank, N.A.	34535	Tampa	FL	33607	
2692753	20160630	Premier Bank, Inc.	34837	Huntington	WV	25702	
2693264	20160630	Town Bank	34717	Hartland	WI	53029	
2694681	20160630	American First National Bank	34656	Houston	TX	77036	
2694944	20160630	Alliance Bank	34930	Topeka	KS	66614	
2696180	20160630	First Community Bank Of Hillsboro	34752	Hillsboro	IL	62049	
2697963	20160630	City First Bank of DC, NA	34352	Washington	DC	20009	
2700984	20160630	WEX BANK	34697	Midvale	UT	84047	
2702764	20160630	Community Bank of Oelwein	34857	Oelwein	IA	50662	
2705112	20160630	Charter Bank	34686	Johnston	IA	50131	
2705895	20160630	Metropolitan Commercial Bank	34699	New York	NY	10016	
2708122	20160630	Virginia National Bank	34755	Charlottesville	VA	22902	
2710554	20160630	Hillsboro Bank	34747	Plant City	FL	33566	
2713920	20160630	Stifel Trust Company, National Association	33785	St. Louis	MO	63102	
2716088	20160630	RESOURCE BANK	34803	COVINGTON	LA	70433	
2716547	20160630	TIAA-CREF Trust Company,FSB	34723	St. Louis	MO	63102	
2716828	20160630	First Community Bank of Eastern Arkansas	34887	Marion	AR	72364	
2717012	20160630	Pacific Mercantile Bank	34940	Costa Mesa	CA	92626	
2718596	20160630	First Trust Bank Of Illinois	34778	Kankakee	IL	60901	
2719427	20160630	GREEN BANK, NATIONAL ASSOCIATION	35007	HOUSTON	TX	77098	
2719810	20160630	The Chicago Trust Company	35063	Lake Forest	IL	60045	
2721765	20160630	Landmark Bank, National Association	34832	Fort Lauderdale	FL	33308	
2722173	20160630	Bankers' Bank Northeast	34858	Glastonbury	CT	6033	
2723376	20160630	ClearPoint Federal Bank   Trust	34748	Batesville	IN	47006	
2724757	20160630	Frontenac Bank	34986	Earth City	MO	63045	
2724766	20160630	COMMUNITY BANK OF MEMPHIS	35094	MEMPHIS	MO	63555	
2726050	20160630	First Central Bank McCook	34995	McCook	NE	69001	
2727431	20160630	Atlantic National Bank	34677	Brunswick	GA	31520	
2728661	20160630	GrandSouth Bank	34812	Greenville	SC	29607	
2728746	20160630	Home Federal Bank Of Hollywood	34652	Hallandale Beach	FL	33009	
2729677	20160630	Nationwide Bank	34710	Columbus	Oh	43215	
2730431	20160630	Enterprise Bank	34786	Allison Park	PA	15101	
2732565	20160630	PEOPLES SAVINGS BANK	34973	INDIANOLA	IA	50125	
2733263	20160630	American Bank and Trust Company, N.A.	34955	Davenport	IA	52807	
2734729	20160630	AMERICAN BUSINESS BANK	34788	LOS ANGELES	CA	90014	
2735137	20160630	Freedom Financial Bank	35031	West Des Moines	IA	50266	
2735146	20160630	Everbank	34775	Jacksonville	FL	32202	
2735173	20160630	Clarkston State Bank	34957	Clarkston	MI	48346	
2735324	20160630	Community Shores Bank	34944	Muskegon	MI	49441	
2736219	20160630	Transportation Alliance Bank, Inc. Dba Tab Bank	34781	Ogden	UT	84403	
2736291	20160630	Banco Popular North America	34967	New York	NY	10004	
2736451	20160630	New Peoples Bank, Inc.	34890	Honaker	VA	24260	
2736714	20160630	Mission Bank	34805	Bakersfield	CA	93301	
2737980	20160630	Northpointe Bank	34953	Grand Rapids	MI	49546	
2743244	20160630	Red River Bank	34980	Alexandria	LA	71301	
2744782	20160630	the little bank	34934	Kinston	NC	285010279	
2745426	20160630	Legends Bank	34936	Clarksville	TN	37040	
2745529	20160630	Thrivent Trust Company	34799	Appleton	WI	54919	
2746245	20160630	Commerce Bank	34938	Corinth	MS	38835	
2746263	20160630	FirstCapital Bank of Texas	35028	Midland	TX	79701	
2747279	20160630	Settlers Bank	35060	Marietta	OH	45750	
2747466	20160630	Exchange Bank Of Northeast Missouri	8274	Kahoka	MO	63446	
2747587	20160630	NBKC Bank	35014	Overland Park	KS	66211	
2748502	20160630	Synergy Bank	34978	Houma	LA	70360	
2749059	20160630	BOUNDARY WATERS BANK	35172	ELY	MN	55731	
2751007	20160630	Citizens First Bank, Inc.	35022	Bowling Green	KY	42104	
2753588	20160630	RELIANCE BANK	34866	ATHENS	AL	35611	
2753917	20160630	Idaho Trust  Bank	35103	Boise	ID	83702	
2754222	20160630	New Republic Savings Bank	34860	Roanoke Rapids	NC	27870	
2754389	20160630	Stonebridge Bank	35077	West Chester	PA	193825554	
2756730	20160630	Commercial Capital Bank	34784	Delhi	LA	71232	
2756767	20160630	Sunset Bank & Savings	35043	Waukesha	WI	53189	
2756909	20160630	Connecticut Community Bank, N.A.	34876	Westport	CT	06880	
2757205	20160630	MVB Bank, Inc.	34603	Fairmont	WV	26554	
2757951	20160630	Cambridge Appleton Trust, N.A.	35199	Boston	MA	02109	
2758024	20160630	LANDMARK COMMUNITY BANK	34982	COLLIERVILLE	TN	380271660	
2758613	20160630	First Internet Bank Of Indiana	34607	Fishers	IN	46037	
2759629	20160630	FIRST NATIONAL BANK OF HEREFORD	34918	HEREFORD	TX	79045	
2760102	20160630	COASTAL COMMERCE BANK	35005	HOUMA	LA	70360	
2760232	20160630	Village Bank	35111	Midlothian	VA	23113	
2761967	20160630	First Personal Bank	35067	Orland Park	IL	604623233	
2764212	20160630	Parke Bank	34888	Sewell	NJ	08080	
2765602	20160630	First Citrus Bank	34899	Tampa	FL	33618	
2769570	20160630	Petit Jean State Bank	35084	Morrilton	AR	72110	
2769589	20160630	Reliance Bank	35123	Des Peres	MO	63131	
2769954	20160630	North Georgia National Bank	34662	Calhoun	GA	30701	
2769972	20160630	FIRST GUARANTY BANK	35058	MARTIN	KY	416490888	
2771694	20160630	First Home Bank	34997	Seminole	FL	33772	
2774707	20160630	ITS BANK	34619	Johnston	IA	50131	
2775151	20160630	AB T National Bank	35029	Albany	GA	31707	
2775179	20160630	Community First Bank	35020	New Iberia	LA	70560	
2775692	20160630	Community Bank of Wichita, Inc.	35118	Wichita	KS	67206	
2781152	20160630	Arlington Bank, The	34977	Upper Arlington	OH	43221	
2785477	20160630	ASIAN BANK	34759	PHILADELPHIA	PA	19107	
2785646	20160630	Old Missouri Bank	8252	Springfield	MO	65807	
2787770	20160630	BANK OF THE JAMES	35207	LYNCHBURG	VA	24504	
2788656	20160630	Lone Star Capital Bank, National Association	35015	San Antonio	TX	78232	
2791085	20160630	Sunstate Bank	34643	Miami	FL	331737222	
2791517	20160630	STATE BANK	35169	FREEPORT	IL	61032	
2793593	20160630	Southern Bank of Tennessee	34847	Mount Juliet	TN	37122	
2794732	20160630	SOUTH CAROLINA COMMUNITY BANK	35241	COLUMBIA	SC	29201	
