"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
33147																																		0	341	0	0	10585	true	0	0	0	172	0	169	452	0	0	0	false	0	0	0	0	10000	585	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fbtbly.com	
33259																																		0	9088	0	0	0		0	2658	1819	64	0	4547	4091	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																														remotedeposit.premierbanks.com																www.premierbanks.com	
33268																																		0	0	0	0	0	true	0	0	0	0	0	0	2396	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.roscoestatebank.com	
33370																																		0	14	2057	0	2057		0	0	0	0	14	0	721	0	0	0			0	0	2057	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.homesavingsbanknky.com	
33839																																		0	0	0	0	0		0	0	0	0	0	0	239	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.psbofcolfax.com	
33857																																		20	158	5067	0	39953	true	20	0	0	0	0	158	2500	1	0	0	false	0	0	0	21367	1806	8796	7984	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.frontbank.com	
34425																																		3709	2593	60000	929	60000	true	2780	1607	0	404	0	582	7106	2	929	0	false	0	0	0	60000	0	0	0	0	0	0	0	0	0	0	false	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.vcb.bank	
34434																																		0	1370	0	0	0		0	544	0	67	0	759	1699	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bankmagnolia.com	
34452																																		0	344	0	0	0		0	0	0	344	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.firstnationalbankparkfalls.com	
34537																																		18246	10288	208000	298	208000	true	17948	1399	0	3827	0	5062	2219	1	298	0	true	0	0	0	208000	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	5286	219216	0																	www.seacoastbank.com	
34555																																		503	0	1167	503	3550	true	0	0	0	0	0	0	3900	2	503	0	true	0	0	0	1167	333	333	1717	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://www.maconatlantafs.com																http://www.mabank.com	
34742																																		0	4527	3500	0	3500	true	0	2162	0	2365	0	0	6610	3	0	0	true		0	0	3500	0	0	0	0	0	0	0	0	0	0																																			http://www.urfirst.com																http://www.fwbank.com	
35057																																		1027	260	2600	1027	2600	true	0	0	0	85	0	175	0	0	1027	0	true	0	0	0	2600	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.alliantbank.com	
35301	1531922	0	0	0	2815534	false	1531922	0	0	0	0	true	0	36470	0	0	0	0	0	2815534	0	0	0	1050548	0	0	3739	0	0	0	0	0	0					2811709			0	0	0	0	0								0										0		true	true				0	0	0	0	0	0	0	0	0		0	0	0	0	0															N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	http://www.statestreet.com	
35570																																		19082	4873	2531000	12751	5166754	true	6331	1	0	4459	0	413	1414	1	15181	0	true	0	0	0	2531000	1844294	700666	0	0	90794	0	0	0	0	90794	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.yourstylechecking.com	Investors Commercial, Inc.															www.myinvestorsbank.com	
35646																																		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														WWW.BONDUELBANK.COM	
35879																																		145	0	20000	145	36139	true	0	0	0	0	0	0	470	0	278	0			0	0	24225	9231	2683	0	14139	0	0	0	0	0	0	true	false																						1	true																										http://www.eastwis.com	
36456																																		179	133	0	0	0		179	0	133	0	0	0	1997	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.cfbne.com	
36933																																		0	650	0	0	0		0	72	0	226	0	352	1566	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														http://www.firstate.net	
37051																																		0	0	0	0	0		0	0	0	0	0	0	144	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.pfsbank.com	
37341																																		0	0	0	0	1000		0	0	0	0	0	0	86	0	0	0			1000	0	0	0	0	0	0	1000	0	0	0	0	0					0																																														www.myvernoncountybank.com	
37435																																		1868	223	0	1868	0	true	0	0	0	223	0	0	6576	2	1868	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.accessunited.com	
37640																																		2427	68	120000	531	210382	true	1896	0	0	28	0	40	16528	5	531	0	true	0	0	0	120000	56763	30000	0	25000	131	305	377	2806	21000	3619	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.germanamerican.com	
37659																																		0	377	0	0	0	true	0	0	257	120	0	0	815	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fsballen.com	
37949																																		0	0	0	0	0		0	0	0	0	0	0	76	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			https://www.bankofrantoul.bank	
38740																																		0	0	6000	0	16761		0	0	0	0	0	0	2492	1	0	0			0	0	6000	5000	0	5000	5000	0	761	0	0	0	761					0																																														www.ocsbank.com	
39327																																		0	138	0	0	0		0	138	0	0	0	0	32326	10	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																				Calvin B. Taylor Bank		Taylor Bank													WWW.TAYLORBANK.COM	
39756																																		0	1	822	0	15112	true	0	0	0	1	0	0	17835	4	0	0	false	0	0	0	822	2235	1341	10714	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.nbc.bank	
40033																																		0	105	0	0	0		0	0	0	105	0	0	2326	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.richtonbank.com	
40499																																		22893	838	81250	22696	226364	true	110	0	0	838	0	0	490	0	22696	87	true	0	0	0	96250	130000	0	114	15000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.harborone.com	
40855																																		148	0	2000	0	9194	true	148	0	0	0	0	0	1330	1	0	0	false		0	0	7000	1000	0	1000	0	0	0	0	194	0	0	true	false																																																	http://www.esbbanking.com	
41245																																		0	0	0	0	0		0	0	0	0	0	0	294	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.orfordbank.com	
41553																																		0	0	0	0	0		0	0	0	0	0	0	7	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.fsbanadarko.com	
41629																																		0	713	1300	0	5800		0	0	0	0	0	713	2253	1	0	0			0	0	1300	4500	0	0	0	0	0	0	0	0	0					0																																														www.pioneerbks.com	
41825																																		0	167	0	0	0	true	0	0	0	167	0	0	514	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.mvbbank.com	
41937																																		231	0	0	231	0		0	0	0	0	0	0	781	2	231	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fsbdanforth.com	
41955																																		0	0	97	0	3032		0	0	0	0	0	0	0	0	0	0			2641	0	97	242	52	0	0	2641	0	0	0	0	2641					0																																															
42037																																		0	61	0	0	0		0	0	0	61	0	0	945	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.pebmc.com	
42354																																		0	158	0	0	0		0	0	0	0	0	158	2319	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														http://cnbbrady.com	
42372																																		0	98	7000	0	7000		0	11	0	87	0	0	493	0	0	0			0	0	7000	0	0	0	0	0	0	0	0	0	0					0																			1	true																										www.ffsb-nc.com	
42420																																		14223	2997	445000	76	460509	true	14147	69	0	595	0	2333	19833	3	76	0	true	0	0	0	445000	0	0	8011	0	0	0	0	7498	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	197	1289	0																	www.fcbanking.com	
42448																																		0	128	30000	0	111500	true	0	0	0	128	0	0	3710	1	0	0	false	0	0	0	30000	45000	10000	26500	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbank.net	
42457																																		0	0	0	0	0	true	0	0	0	0	0	0	69	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.gotocb.com	
43052																																		0	115	0	0	1500		0	0	0	34	0	81	2063	2	0	0			0	0	0	0	1500	0	0	0	0	0	0	0	0																																																			www.sbankonline.com	
43351																																		238	552	5500	0	8400		238	0	0	0	552	0	609	1	0	0			0	0	5500	400	0	2500	0	0	0	0	0	0	0					0																														WWW.LSBBANK.COM		WWW.PSBLSB.COM		WWW.PSBBANKS.COM		www.csbhillcity.com		www.csbwakeeney.com		www.csbmorland.com						www.psbbanks.com	
43856																																		0	19	0	0	0	true	0	0	0	19	0	0	1130	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	false	false																																																	http://www.mnbeveleth.com	
43959																																		0	307	0	0	0		0	0	0	0	0	307	1095	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bridgecitybank.com	
44040																																		0	1236	0	0	0		0	0	0	332	0	904	739	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fnbmonterey.com	
44433																																		13	633	21000	0	21000	true	13	0	0	0	0	633	1533	1	0	0	false	0	0	0	21000	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.intercreditbank.com	
44741																																		345	362	0	345	0	true	0	0	0	0	0	362	1952	1	589	0	false		0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																	http://www.haveagreatbank.com		http://citizensbankweb.com														http://www.citizens-banking.com	
44750																																		0	5708	0	0	0		0	4522	0	608	148	430	1058	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.citizensbankofnewburg.com	
44929																																		52	0	0	0	0	true	52	0	0	0	0	0	1278	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.first-national.com	
45038																																		0	296	0	0	0	true	0	2	0	294	0	0	2374	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.statebankofdavis.com	
45047																																		0	50	0	0	0		0	10	0	40	0	0	993	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.firstparis.net	
45056																																		0	0	0	0	0	true	0	0	0	0	0	0	300	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.pvbonline.com	
45430																																		0	160	154	0	461	true	0	5	0	155	0	0	1112	0	0	0			0	0	154	307	0	0	0	0	0	0	0	0	0																																																			http://www.johnsoncountybank.com	
45458																																		1134	162	3364	0	7798		1134	0	0	35	127	0	566	0	0	0			0	0	3364	2831	520	1083	0	0	0	0	0	0	0					0																																														www.vintagebankks.com	
45551																																		894	0	0	0	10000	true	894	0	0	0	0	0	22097	2	0	0	true	0	0	0	0	4000	6000	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												bankmidwest.com	
45560																																		1057	0	150000	57	150031	true	1000	0	0	0	0	0	26039	6	57	0	false	0	0	0	150000	31	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	168	1726	0																	www.jeffersonbank.com	
