"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
2539960		20190331	Premier Bank	34384	Rock Valley	IA	51247	
2562137		20190331	NORTHSTAR BANK	34407	ESTHERVILLE	IA	51334	
2562164	5493001GCBD5XGNIC815	20190331	Coastal Community Bank	34403	Everett	WA	98203	
2567123		20190331	U.S. Bank Trust Company, National Association	34588	Portland	OR	97204	
2568063	549300KKA8UHKS7KOK34	20190331	First Command Bank	34415	Fort Worth	TX	76109	
2576134		20190331	WebBank	34404	Salt Lake City	UT	84111	
2577739		20190331	Bank Of Jackson, The	34457	Jackson	TN	38305	
2580243	5493000V0CXKSOK29E51	20190331	American Bank	34422	Allentown	PA	18104	
2587916		20190331	Marine Bank & Trust Company	34233	Vero Beach	FL	32963	
2590037		20190331	State Farm Bank, F.S.B.	34617	Bloomington	IL	61710	
2594240		20190331	The Capital Bank	34562	Little Rock	AR	72211	
2594419	549300POAFZ9PGU16760	20190331	Edison National Bank	34489	Fort Myers	FL	33907	
2596646		20190331	FIRST COMMUNITY BANK	34533	BATESVILLE	AR	72503	
2597223		20190331	Legacy Trust Company, National Association	57380	Houston	TX	77002	
2598396	549300EIFFC31EZH1D93	20190331	Prairie Community Bank	34526	Marengo	Il	60152	
2600039		20190331	Computershare Trust Company, National Association	34629	Canton	MA	02021	
2602828		20190331	STATE BANK	34441	GREEN RIVER	WY	82935	
2605566		20190331	Eaglemark Savings Bank	34313	Carson City	NV	89706	
2607412	254900G0ZC4S8E01W523	20190331	Spring Valley Bank	34386	Wyoming	OH	45215	
2608754	RM2F4G3WBQ8R9OKYRH19	20190331	Mercantile Bank Of Michigan	34598	Grand Rapids	MI	49504	
2610784		20190331	Key Community Bank	34644	Inver Grove Heights	MN	55076	
2614344	549300Z52CLXKDXGPH16	20190331	Peoples Bank Of East Tennessee	34517	Madisonville	TN	37354	
2615190		20190331	Merrick Bank Corporation	34519	South Jordan	UT	84095	
2615220		20190331	Community First Banking Company	34610	West Plains	MO	65775	
2618780	38PG5GG0OEQK4QMSKE59	20190331	Texas Capital Bank, N.A.	34383	Dallas	TX	75201	
2619714		20190331	Alliance Bank	34566	Cape Girardeau	MO	63701	
2621285		20190331	Millennial Bank	34460	Leeds	AL	35094	
2621940		20190331	The Community Bank	34666	Liberal	KS	67901	
2624400	3HICJPQ15PGZSBFDNJ82	20190331	Crystal Lake Bank & Trust	34681	Crystal Lake	IL	60014	
2625724		20190331	Southwestern National Bank	34319	Houston	TX	77036	
2631172	549300H8LM6VPYEHWU46	20190331	State Bank Financial	10383	La Crosse	WI	54602	
2631323		20190331	Victory State Bank	34565	Staten Island	NY	10308	
2631846		20190331	North American Banking Company	34836	Roseville	MN	55113	
2634191	549300ESRQ6OLBB56N04	20190331	Glacier Bank	30788	Kalispell	MT	59901	
2634351	549300M5D5Q2KMDSMP10	20190331	Macatawa Bank	34618	Holland	MI	49424	
2641827		20190331	New Covenant Trust Company	34732	Jeffersonville	IN	47130	
2642598	5493005F145IP6JL7314	20190331	Community First Bank	34627	Kennewick	WA	99336	
2643595		20190331	Pacific Crest Savings Bank	34585	Lynnwood	WA	98037	
2649122	549300TFPNF5ZPLD8174	20190331	New Mexico Bank & Trust	34726	Albuquerque	NM	87102	
2649177		20190331	The Pitney Bowes Bank Inc.	34599	Salt Lake City	UT	84106	
2651899		20190331	Cedar Hill National Bank	34478	Charlotte	NC	28273	
2652092	WVM1F03F86RQLLTEVE84	20190331	EagleBank	34742	Bethesda	MD	20814	
2654911	549300GJUS3RD4RG4D56	20190331	Principal Bank	34507	Des Moines	IA	50392	
2655495		20190331	Community Bank And Trust Of Florida	34683	Ocala	FL	34471	
2661861		20190331	People's Bank Of Commerce	34685	Medford	OR	97504	
2666400		20190331	INDEPENDENT BANK	34728	MEMPHIS	TN	38157	
2667920		20190331	U.S. Bank Trust National Association SD	34813	Sioux Falls	SD	57102	
2667939		20190331	FARMERS & MERCHANTS BANK OF COLBY	34719	COLBY	KS	67701	
2667957	549300D18DXDT16V9352	20190331	Nebraskaland National Bank	34811	North Platte	NE	69101	
2668598		20190331	Portage Community Bank	34760	Ravenna	OH	44266	
2684552	549300ON2ILGPUVKZT28	20190331	American Bank of Oklahoma	34606	Collinsville	OK	740210066	
2686211		20190331	Crown Bank	34259	Elizabeth	NJ	07208	
2687133		20190331	Premier Bank	34849	Dubuque	IA	52002	
2687487		20190331	TCM Bank, N.A.	34535	Tampa	FL	33607	
2692753		20190331	Premier Bank, Inc.	34837	Huntington	WV	25702	
2693264	54930037K28BC4GVBU20	20190331	Town Bank	34717	Hartland	WI	53029	
2694681		20190331	American First National Bank	34656	Houston	TX	77036	
2694944	254900FGJF0W42LS9S31	20190331	Alliance Bank	34930	Topeka	KS	66614	
2696180		20190331	First Community Bank Of Hillsboro	34752	Hillsboro	IL	62049	
2697963		20190331	City First Bank of DC, NA	34352	Washington	DC	20009	
2700984		20190331	Wex Bank	34697	Midvale	UT	84047	
2702764		20190331	Community Bank of Oelwein	34857	Oelwein	IA	50662	
2705112		20190331	Charter Bank	34686	Johnston	IA	50131	
2705895		20190331	Metropolitan Commercial Bank	34699	New York	NY	10016	
2708122	549300XE6SNRPD2GUD44	20190331	Virginia National Bank	34755	Charlottesville	VA	22902	
2710554		20190331	Hillsboro Bank	34747	Plant City	FL	33563	
2713920		20190331	Stifel Trust Company, National Association	33785	St. Louis	MO	63102	
2716088		20190331	RESOURCE BANK	34803	COVINGTON	LA	70433	
2716828		20190331	PREMIER BANK OF ARKANSAS	34887	Marion	AR	62364	
2717012		20190331	Pacific Mercantile Bank	34940	Costa Mesa	CA	92626	
2718596		20190331	First Trust Bank Of Illinois	34778	Kankakee	IL	60901	
2719810		20190331	The Chicago Trust Company	35063	Lake Forest	IL	60045	
2723376		20190331	ClearPoint Federal Bank   Trust	34748	Batesville	IN	47006	
2724766		20190331	COMMUNITY BANK OF MEMPHIS	35094	MEMPHIS	MO	63555	
2726050		20190331	First Central Bank McCook	34995	McCook	NE	69001	
2728661		20190331	GrandSouth Bank	34812	Greenville	SC	29607	
2728746		20190331	Home Federal Bank Of Hollywood	34652	Hallandale Beach	FL	33009	
2729677	5493003G27DB6UYPQZ06	20190331	Nationwide Trust Company, FSB	34710	Columbus	OH	43215	
2730431	549300MDL55QYY567K46	20190331	Enterprise Bank	34786	Allison Park	PA	15101	
2732565	549300RWHDQQ6O8UNG56	20190331	PEOPLES SAVINGS BANK	34973	INDIANOLA	IA	50125	
2733263		20190331	American Bank and Trust Company, N.A.	34955	Davenport	IA	52807	
2734729	549300OQ7NQEKOCGWF54	20190331	AMERICAN BUSINESS BANK	34788	LOS ANGELES	CA	90014	
2735137		20190331	Freedom Financial Bank	35031	West Des Moines	IA	50266	
2735146	5Z1UQ1CWY0DQ3KJWDQ07	20190331	TIAA, FSB	34775	Jacksonville	FL	32202	
2735173		20190331	Clarkston State Bank	34957	Clarkston	MI	48346	
2735324		20190331	Community Shores Bank	34944	Muskegon	MI	49441	
2736219	5493007891WU2YYMW741	20190331	Transportation Alliance Bank, Inc. Dba Tab Bank	34781	Ogden	UT	84403	
2736291		20190331	Popular Bank	34967	New York	NY	10004	
2736451	549300GIR2ODBIF9VF65	20190331	New Peoples Bank, Inc.	34890	Honaker	VA	24260	
2736714		20190331	Mission Bank	34805	Bakersfield	CA	93301	
2737980		20190331	Northpointe Bank	34953	Grand Rapids	MI	49546	
2743244	5493006QG55R8V712J33	20190331	Red River Bank	34980	Alexandria	LA	71301	
2744782		20190331	Union Bank	34934	Greenville	NC	27858	
2745426		20190331	Legends Bank	34936	Clarksville	TN	37040	
2745529		20190331	Thrivent Trust Company	34799	Appleton	WI	54919	
2746245		20190331	Commerce Bank	34938	Corinth	MS	38834	
2746263	549300KYODJTW38SQV05	20190331	FirstCapital Bank of Texas	35028	Midland	TX	79701	
2747279		20190331	Settlers Bank	35060	Marietta	OH	45750	
2747466		20190331	Exchange Bank Of Northeast Missouri	8274	Kahoka	MO	63446	
2747587		20190331	NBKC Bank	35014	Overland Park	KS	66211	
2748502	549300QAJ2SD5X8T7X10	20190331	Synergy Bank	34978	Houma	LA	70360	
2749059		20190331	BOUNDARY WATERS BANK	35172	ELY	MN	55731	
2751007		20190331	Citizens First Bank, Inc.	35022	Bowling Green	KY	42104	
2753917		20190331	Idaho Trust  Bank	35103	Boise	ID	83702	
2754222		20190331	New Republic Savings Bank	34860	Roanoke Rapids	NC	27870	
2754389		20190331	LINKBANK	35077	Camp Hill	PA	17011	
2756730		20190331	Commercial Capital Bank	34784	Delhi	LA	71232	
2756767	549300TU1SISIUY3SK49	20190331	Sunset Bank & Savings	35043	Waukesha	WI	53189	
2756909		20190331	Connecticut Community Bank, N.A.	34876	Westport	CT	06880	
2757205	549300LBYGRKZX1SD516	20190331	MVB Bank, Inc.	34603	Fairmont	WV	26554	
2758024	549300Y53L6CDUB50530	20190331	LANDMARK COMMUNITY BANK	34982	COLLIERVILLE	TN	380271660	
2758613	549300B81YWV4GBENI49	20190331	First Internet Bank Of Indiana	34607	Fishers	IN	46037	
2759629		20190331	FIRST NATIONAL BANK OF HEREFORD	34918	HEREFORD	TX	79045	
2760102		20190331	PEDESTAL BANK	35005	HOUMA	LA	70360	
2760232	549300YLODY4TY3WRV13	20190331	Village Bank	35111	Midlothian	VA	23113	
2764212		20190331	Parke Bank	34888	Sewell	NJ	08080	
2765602	549300VVOEBMZBXLUN11	20190331	First Citrus Bank	34899	Tampa	FL	33618	
2769570		20190331	Petit Jean State Bank	35084	Morrilton	AR	72110	
2769589		20190331	Reliance Bank	35123	Des Peres	MO	63131	
2769954		20190331	North Georgia National Bank	34662	Calhoun	GA	30701	
2771694		20190331	First Home Bank	34997	St. Petersburg	FL	33701	
2774707		20190331	ITS BANK	34619	Johnston	IA	50131	
2775151	549300Q6CJ3H6H1U0F03	20190331	AB T	35029	Albany	GA	31707	
2775179	549300BWRXVFSDCUUY93	20190331	Community First Bank	35020	New Iberia	LA	70560	
2775692	549300UTNHGSP4ICJE17	20190331	Community Bank of Wichita, Inc.	35118	Wichita	KS	67206	
2785477		20190331	ASIAN BANK	34759	PHILADELPHIA	PA	19107	
2785646	549300DF7LT6VI5BQC34	20190331	Old Missouri Bank	8252	Springfield	MO	65807	
2787770		20190331	Bank Of The James	35207	Lynchburg	VA	24504	
2788656	549300YN7OQX9PTS2T45	20190331	Lone Star Capital Bank, National Association	35015	San Antonio	TX	78232	
2791085		20190331	Sunstate Bank	34643	Miami	FL	331737222	
2791517		20190331	STATE BANK	35169	FREEPORT	IL	61032	
2793593		20190331	Southern Bank Of Tennessee	34847	Mount Juliet	TN	37122	
2794732		20190331	SOUTH CAROLINA COMMUNITY BANK	35241	COLUMBIA	SC	29201	
2796277		20190331	The Philadelphia Trust Company	35075	Philadelphia	PA	19103	
2797162	549300B6UWNP01JH6452	20190331	Sauk Valley Bank & Trust Co.	35131	Sterling	IL	61081	
2797210		20190331	Old Point Trust & Financial Services, N.A.	35248	Newport News	VA	23606	
2797359	549300F1COXL6UBFCP55	20190331	FIRST CENTRAL SAVINGS BANK	34969	GLEN COVE	NY	11542	
2797724		20190331	TowneBank	35095	Portsmouth	VA	23703	
2800491		20190331	Heartland National Bank	35052	Sebring	FL	33870	
2804864		20190331	SMALL TOWN BANK	35112	WEDOWEE	AL	362780148	
2805535	549300RJ0SEAHSZ0XY02	20190331	FIRST SECURE COMMUNITY BANK	35223	SUGAR GROVE	IL	60554	
2805928		20190331	MADISON COUNTY COMMUNITY BANK	35056	MADISON	FL	32340	
2806635		20190331	Yampa Valley Bank	35407	Steamboat Springs	CO	80487	
2806840		20190331	Wyoming Community Bank	35220	Riverton	WY	82501	
2806877	549300BX448ALT10FI43	20190331	The Federal Savings Bank	35518	Chicago	IL	60607	
2807173		20190331	COMMERCE COMMUNITY BANK	35019	OAK GROVE	LA	71263	
2808602	54930044OSTKOJMHF287	20190331	Capital Bank, NA	35278	Rockville	MD	208506238	
2809373		20190331	National Advisors Trust Company	57160	Kansas City	MO	64131	
2811086		20190331	Preferred Bank	34900	Casey	IL	62420	
2815879		20190331	GREAT AMERICAN BANK	35292	LAWRENCE	KS	66044	
2819167		20190331	Farm Bureau Bank FSB	35157	Sparks	NV	89431	
2819242		20190331	The Murray Bank	35161	Murray	KY	42071	
2820604	549300FOHR7SBPQ7WJ92	20190331	Millennium Bank	35138	Ooltewah	TN	373630747	
2823221		20190331	BANK OF TERRELL	35320	DAWSON	GA	39842	
2823230		20190331	COMMERCIAL STATE BANK	35319	DONALSONVILLE	GA	39845	
2826017		20190331	The Glenmede Trust Company, N.A.	35317	Philadelphia	PA	191037391	
2826316	549300KLYYCDTN093E29	20190331	Central Bank of Oklahoma	35348	Tulsa	OK	74137	
2833882		20190331	New Millennium Bank	35151	Fort Lee	NJ	7024	
2834759		20190331	Evergreen Bank Group	35230	Oak Brook	IL	60523	
2835103		20190331	Freedom Bank Of Southern Missouri	35276	Cassville	MO	65625	
2835756		20190331	Transcapital Bank	35050	Sunrise	FL	33351	
2836306		20190331	Buckeye Community Bank	35101	Lorain	OH	44055	
2838207	549300X01FL2VJJGCI54	20190331	Seattle Bank	35139	Seattle	WA	98101	
2839053		20190331	Old Mission Bank	35303	Sault Ste. Marie	MI	49783	
2839790		20190331	First Reliance Bank	35214	Florence	SC	29501	
2845755	549300C1BBDNTTU20109	20190331	Flagler Bank	35218	WEST PALM BEACH	FL	33406	
2845782		20190331	Bessemer Trust Company of California, N.A.	35413	San Francisco	CA	94111	
2847085		20190331	Southern Illinois Bank	35229	Johnston City	IL	62951	
2847142		20190331	Cogent Bank	34908	Orange City	FL	32763	
2848756		20190331	First Alliance Bank	35245	Cordova	TN	38018	
2849285		20190331	BankVista	35406	Sartell	MN	56377	
2849463		20190331	First Capital Bank	34966	Laurinburg	NC	28352	
2849801	549300PP6R8WIOP60124	20190331	Southern First Bank	35295	Greenville	SC	29607	
2850722		20190331	BMW Bank of North America	35141	Salt Lake City	UT	841091666	
2850768		20190331	111	35286	Mount Laurel	NJ	8054	
2851185		20190331	Community Bank & Trust	35258	Ashland City	TN	37015	
2853358		20190331	Gwinnett Community Bank	35249	Duluth	GA	30096	
2854494	549300XCBGMHKCG4JH48	20190331	CALWEST BANK	35069	RANCHO SANTA MARGARITA	CA	92688	
2855307		20190331	Hantz Bank	35345	Southfield	MI	48034	
2855866		20190331	Four Corners Community Bank	35441	Farmington	NM	87401	
2855978		20190331	Leaders Bank	35422	Oak Brook	IL	60523	
2857600	549300UXZ76FJVM3UC43	20190331	OAK BANK	35333	FITCHBURG	WI	53719	
2858492		20190331	Freedom Bank	35221	Huntingburg	IN	47542	
2858960	24C4CXKSJUS7LUHQN688	20190331	The Bancorp Bank	35444	Wilmington	DE	19809	
2860039		20190331	Community Bank of the South	35212	Merritt Island	FL	32953	
2860271		20190331	Crown Bank	35480	Edina	MN	55435	
2860459		20190331	Auto Club Trust, Fsb	35115	Dearborn	MI	48126	
2861317		20190331	Branson Bank	35420	Branson	MO	65616	
2867337		20190331	Five Star Bank	35361	Roseville	CA	95661	
2869162		20190331	American Community Bank & Trust	35412	Woodstock	IL	60098	
2871099	549300LTKCJV903ZQR25	20190331	TriStar Bank	35417	Dickson	TN	37055	
2871558		20190331	AMERICAN COMMUNITY BANK	35033	GLEN COVE	NY	11542	
2877345		20190331	InsBank	35521	Nashville	TN	37215	
2877484		20190331	ALAMERICA BANK	35314	BIRMINGHAM	AL	35205	
2877831		20190331	Bank Of Brookhaven	35439	Brookhaven	MS	39601	
2877840		20190331	First IC Bank	34998	Doraville	GA	30340	
2880019		20190331	Finwise Bank	35323	Sandy	UT	84094	
2881445		20190331	The MassMutual Trust Company, FSB	35394	Enfield	CT	06082	
2882983		20190331	Citizens First Bank	35477	Clinton	IA	52732	
2883971		20190331	Western Heritage Bank	35492	Las Cruces	NM	88005	
2887399		20190331	CenterBank	35117	Milford	OH	45150	
2888789		20190331	TWO RIVER COMMUNITY BANK	35426	Tinton Falls	NJ	7724	
2889227		20190331	Alpine Capital Bank	35377	New York	NY	10019	
2896216		20190331	Florida Business Bank	35304	Melbourne	FL	32935	
2897633		20190331	HOMETOWN BANK OF CORBIN	35455	CORBIN	KY	40701	
2901558		20190331	Champion Bank	57031	Parker	CO	80134	
2903123		20190331	Bank of Oak Ridge	35365	Oak Ridge	NC	27310	
2905761		20190331	Twin City Bank	35261	Longview	WA	98632	
2907019	549300KR4ZW8KJC82O47	20190331	COMMUNITY FIRST NATIONAL BANK	35585	MANHATTAN	KS	665023089	
2907439		20190331	California First National Bank	35331	Irvine	CA	92614	
2909330		20190331	AIG Federal Savings Bank	35267	Wilmington	DE	19809	
2911856		20190331	Friends Bank	35376	New Smyrna Beach	FL	32168	
2912750		20190331	Security National Trust Company	57081	Wheeling	WV	26003	
2913702	549300B143WZOK3XF350	20190331	Bank of Franklin County	35543	Washington	MO	63090	
2913887	549300ZWYZY3FEPUIJ64	20190331	Select Bank & Trust Company	35465	Dunn	NC	28334	
2914268		20190331	Fidelity Personal Trust Company	35206	Boston	MA	22101133	
2914727		20190331	UNITED NATIONAL BANK	35427	CAIRO	GA	398280150	
2915126		20190331	CHEAHA BANK	35514	OXFORD	AL	36203	
2915461		20190331	North State Bank	35519	Raleigh	NC	27609	
2916534	549300I68TD716GMAB09	20190331	M.Y. Safra Bank, FSB	35154	New York	NY	10022	
2916963		20190331	U.S. Bank Trust National Association	57047	Wilmington	DE	19809	
2917184		20190331	NEW FRONTIER BANK	35597	ST. CHARLES	MO	63303	
2917317	2549009X2AG1P20YAJ63	20190331	Axos Bank	35546	San Diego	CA	92122	
2919423		20190331	Canyon Community Bank, N.A.	35547	Tucson	Az	85704	
2919898		20190331	American Bank & Trust Company Inc.	35568	Bowling Green	KY	42102	
2920287		20190331	Century Bank of Kentucky, Inc.	35450	Lawrenceburg	KY	40342	
2920773		20190331	1st Colonial Community Bank	35456	Collingswood	NJ	81082046	
2921211		20190331	Century Bank Of Georgia	35236	Cartersville	GA	30120	
2921622		20190331	Citizens Bank Of Cumberland County, Inc.	35442	Burkesville	KY	42717	
2921659		20190331	Capital Bank And Trust Company	35164	Irvine	CA	92618	
2924128		20190331	Unified Trust Company, N.A.	35534	Lexington	KY	40504	
2925620		20190331	Chino Commercial Bank, National Association	35366	Chino	CA	91710	
2925666	549300CDOC4F7XSRG390	20190331	Pinnacle Bank	35583	Nashville	TN	37201	
2927615	254900F2447ROUK7Y438	20190331	Advantage Bank	57072	Loveland	CO	80538	
2929392	54930001LYHHRVGJ6B97	20190331	Cornerstone National Bank & Trust Company	57061	Palatine	IL	60067	
2938198	CLHA5EVJO4FMZ2WOBV70	20190331	Northbrook Bank and Trust	57082	Northbrook	IL	60062	
2938769		20190331	OXFORD UNIVERSITY BANK	57034	OXFORD	MS	38655	
2939001		20190331	Century Bank of Florida	35558	Tampa	FL	33612	
2939391		20190331	Peoples Bank	57058	Sheridan	AR	72150	
2941068		20190331	Nicolet National Bank	57038	Green Bay	WI	54301	
2942690	VLP5AP0XK2GM6GKD1007	20190331	SIGNATURE BANK	57053	NEW YORK	NY	10017	
2942823		20190331	United Bank Of El Paso Del Norte	57119	El Paso	TX	79912	
2943615	254900A4WMCRPWZCPS41	20190331	Community Bank of Pickens County	35513	Jasper	GA	301430040	
2947556		20190331	First Electronic Bank	35533	Salt Lake City	UT	84106	
2948058		20190331	First Commercial Bank	57069	Jackson	MS	39236	
2948423		20190331	THE BANK OF CLOVIS	57022	CLOVIS	NM	88101	
2949970		20190331	United Trust Bank	35393	Palos Heights	IL	60463	
2953418		20190331	OptimumBank	35430	Ft. Lauderdale	FL	33308	
2954059		20190331	Bcb Community Bank	35541	Bayonne	NJ	07002	
2954497	549300GS6ONO04ORI292	20190331	WILLAMETTE VALLEY BANK	57033	SALEM	OR	97301	
2957014		20190331	American State Bank	57144	Wichita	KS	67206	
2958972	5493008S6MTNE6CY5G37	20190331	Northstar Bank	57097	Bad Axe	MI	48413	
2960555		20190331	American Heritage Bank	57025	Clovis	NM	88102	
2960788		20190331	Wheaton College Trust Company, National Association	57150	Wheaton	IL	60187	
2963266	54930066LN6QXNO8TY84	20190331	First Carolina Bank	35530	Rocky Mount	NC	27804	
2963275		20190331	Mission Bank	57137	Kingman	AZ	86401	
2963547		20190331	Landmark Community Bank	57112	Pittston	PA	186401816	
2963864		20190331	TRADITIONS FIRST BANK	57092	ERIN	TN	37061	
2966614		20190331	Carolina Trust Bank	57026	Lincolnton	NC	28902	
2967796		20190331	PEOPLES BANK OF MIDDLE TENNESSEE	35604	SHELBYVILLE	TN	37160	
2970657	2I8LP0RLR14D1X6W0P51	20190331	Schaumburg Bank & Trust Company, N.A.	57103	Schaumburg	IL	60007	
2973041		20190331	First Community Trust National Association	57179	Dubuque	IA	52002	
2973386		20190331	SEI Private Trust Company	35388	Oaks	PA	19456	
2980209	C7HX62OF36KBJB6QPK73	20190331	Barclays Bank Delaware	57203	Wilmington	DE	19801	
2986407	HDU55UX4CXD9YSL1U194	20190331	Westfield Bank, FSB	57077	Westfield Center	OH	44251	
2989006		20190331	Guardian Bank	57127	Valdosta	GA	31602	
2992501		20190331	Cornerstone Bank	35027	Atlanta	GA	30327	
2992547		20190331	John Deere Financial, F.S.B.	35237	Madison	WI	53717	
2997216		20190331	COMMUNITY BANK OF SANTA MARIA	57073	SANTA MARIA	CA	93455	
2997748		20190331	First Century Bank, National Association	57123	Gainesville	GA	30501	
2998576		20190331	Celtic Bank	57056	Salt Lake City	UT	84111	
3005097	549300BI6NZRN6BCGT52	20190331	COMMUNITY BANK OF MISSOURI	57141	RICHMOND	MO	64085	
3010000		20190331	Mariner's Bank	35479	Edgewater	NJ	7020	
3010363		20190331	Bankcda	57074	Coeur D'alene	ID	83814	
3013823	549300PZXSGE8V4F6I85	20190331	Crescom Bank	57135	Charleston	SC	29401	
3015939		20190331	AMG National Trust  Bank	57295	Greenwood Village	CO	801114908	
3016347	5493001P6QB5ISAUNV97	20190331	Georgia Banking Company	57071	Atlanta	GA	30339	
3017081	549300AVXVQQHXPD8982	20190331	Northwestern Mutual Wealth Management Company	57093	Milwaukee	WI	53202	
3019982		20190331	THE FREEDOM BANK OF VIRGINIA	57184	Fairfax	VA	22030	
3020447		20190331	Farmers Bank	57335	Ault	CO	80610	
3022076	5493005ZT0Z1JDQ5CG52	20190331	Beach Community Bank	57131	Fort Walton Beach	FL	32548	
3022610	549300FAQB5JZE5SG649	20190331	Flatirons Bank	57280	Boulder	CO	80302	
3025929		20190331	GOGEBIC RANGE BANK	57192	IRONWOOD	MI	49938	
3027763	254900QXGTL5RYZXK761	20190331	Cornerstone Bank	57250	Overland Park	KS	66221	
3028902	549300QX1R00EP1GE389	20190331	PREMIER VALLEY BANK	57098	FRESNO	CA	93720	
3029253		20190331	Everence Trust Company	57109	Goshen	IN	46528	
3029589		20190331	Cedar Rapids Bank And Trust Company	57244	Cedar Rapids	IA	52401	
3032833		20190331	Cheyenne State Bank	57363	Cheyenne	WY	82001	
3034257		20190331	First Community Bank of Central Alabama	57124	Wetumpka	AL	36092	
3034695	549300N4D45V7JFCUS34	20190331	MAIN STREET BANK CORP.	57162	WHEELING	WV	26003	
3039636		20190331	Mission Valley Bank	57101	Sun Valley	CA	91352	
3040418		20190331	Community Federal Savings Bank	57129	Woodhaven	NY	11421	
3041358		20190331	First Commerce Bank	57273	Marysville	KS	66508	
3042234		20190331	Bank of Brenham N.A.	57102	Brenham	TX	77833	
3045383		20190331	Vanguard National Trust Company, National Association	57304	Malvern	PA	19355	
3047659		20190331	Sound Bank	57095	Morehead City	NC	28557	
3048487		20190331	1st Bank Yuma	57298	Yuma	AZ	85364	
3049635		20190331	Douglas National Bank	57230	Douglas	GA	31533	
3049729		20190331	PLUS INTERNATIONAL BANK	57083	Miami	FL	33131	
3051432	549300297VFX2DVI1103	20190331	Freedom National Bank	57254	Greenville	RI	02828	
3052813		20190331	CommerceWest Bank	57176	Irvine	CA	92612	
3057818		20190331	Apollo Bank	35599	Miami	FL	33130	
3058114		20190331	COUNTRY CLUB TRUST COMPANY NA	57402	KANSAS CITY	MO	64112	
3058329		20190331	FREDERICK COUNTY BANK	57255	FREDERICK	MD	21701	
3066025		20190331	The Goldman Sachs Trust Company, National Association	57337	Wilmington	DE	19809	
3067929		20190331	Town & Country Bank	57312	Las Vegas	NV	89147	
3068579	549300PBL633P0UGLP11	20190331	Embassy Bank for the Lehigh Valley	57228	Bethlehem	PA	18017	
3070545		20190331	United Community Bank Of West Kentucky, Inc.	57301	Morganfield	KY	42437	
3075474		20190331	First Chatham Bank	57252	Savannah	GA	31401	
3076220	JY55GUVP9NLVWS4QEU03	20190331	STIFEL BANK	57358	CLAYTON	MO	63105	
3076248		20190331	Stifel Bank & Trust	57311	St. Louis	MO	63102	
3076284		20190331	UNITI BANK	57120	BUENA PARK	CA	90621	
3076453		20190331	Bank of Southern California, NA	57044	San Diego	CA	92130	
3076604	549300MONA3L2BDK8Q22	20190331	SIGNATURE BANK, NATIONAL ASSOCIATION	57269	TOLEDO	OH	436233279	
3089752		20190331	Securian Trust Company, N.A.	57405	Saint Paul	MN	551012098	
3090833	5493007GTTV61V305H74	20190331	Drake Bank	57336	Saint Paul	MN	55107	
3093964		20190331	Grand Bank, National Association	57274	Hamilton	NJ	08619	
3097243	549300FKQA35KJIYEG03	20190331	Prairie Mountain Bank	57453	Great Falls	MT	59405	
3102893		20190331	Washington Business Bank	57167	Olympia	WA	98506	
3103591		20190331	UNITED BANK & TRUST NA	57391	MARSHALLTOWN	IA	50158	
3109043	549300x51608u02ha125	20190331	Bankwell Bank	57368	New Canaan	CT	06840	
3109146	549300FK3AFCFVAPH234	20190331	Leader Bank, National Association	57134	Arlington	MA	02474	
3110197		20190331	SouthEast Bank	57348	Farragut	TN	37934	
3116519		20190331	American Eagle Bank	57359	South Elgin	IL	60177	
3118447		20190331	Affinity Bank	57264	Atlanta	GA	30339	
3120646		20190331	Patriot Bank	57416	Millington	TN	38053	
3120897		20190331	Heritage Bank	57548	Topeka	KS	66614	
3121072		20190331	EnerBank USA	57293	Salt Lake City	UT	84106	
3121308		20190331	Community National Bank	57395	Monett	MO	65708	
3122994	549300RMUJVUQYCW8836	20190331	Sanibel Captiva Community Bank	57425	Sanibel	FL	339573215	
3125315		20190331	HIGHLANDS COMMUNITY BANK	57420	COVINGTON	VA	24426	
3125557		20190331	Oregon Coast Bank	57373	Newport	OR	97365	
3128923		20190331	BANK OF LINCOLN COUNTY	57396	FAYETTEVILLE	TN	37334	
3131400		20190331	Commerce Bank of Arizona, Inc	57279	Tucson	AZ	85716	
3133570		20190331	Eagle Community Bank	57477	Maple Grove	MN	55369	
3134399		20190331	Capital Bank of Texas	57495	Carrizo Springs	TX	78834	
3134698	549300MGD5RL2L7LNS94	20190331	Bank of Commerce	57491	Duncan	OK	73533	
3138146	SI7YQSVPFZBSQ878IC17	20190331	Western Alliance Bank	57512	Phoenix	AZ	85004	
3139321		20190331	Community Bank Owatonna	57468	Owatonna	MN	55060	
3140822		20190331	Liberty National Bank	57505	Sioux City	IA	51106	
3141726		20190331	Forcht Bank, National Association	57415	Lexington	KY	40509	
3145162	254900J60HNYYAKHRL28	20190331	Gateway Community Bank	57275	Roscoe	IL	61073	
3145797	549300WIBPMHJJ84YQ06	20190331	York Traditions Bank	57377	York	PA	174020136	
3146150		20190331	U.S. CENTURY BANK	57369	MIAMI	FL	33172	
3148033		20190331	Grand Mountain Bank, Fsb	57531	Granby	CO	80446	
3148613		20190331	Commerce National Bank & Trust	57429	Winter Park	FL	32789	
