"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
26765																																								63266	3380	0	1383	52919	0	1795	0	9216	550486	476454	1845	493299	0	5824	3454	15000	0	57187	2000	550486	0	0	-15862	0	0	72262	0	141703	334751	2a	1231	0	420897	415073	-1213	0	0	0	0	57187		
27070																																								23439	2115	0	0	171007	227	6343	0	10313	594112	463049	888	463937	0	1000	0	0	0	130175	0	594112	0	0	132939	0	0	0	0	11351	451698	1b	930	0	380617	379617	-2764	1051	0	0	0	130175	0	
27548																																								11858	16664	2528	0	169610	5000	11646	511	17544	740232	662614	2959	665573	0	6149	5037	0	0	74659	250	740232	0	0	41448	0	0	33280	2959	74234	588380	1a	1231	0	500820	494671	-319	0	0	0	0	74659	2204	
27614																																								4155	4588	481	0	168667	0	9052	116	13147	411825	343157	1905	373162	0	1391	2654	28100	0	38663	1515	411825	0	0	33605	0	0	6139	0	88585	254572	1a	1231	0	210356	208965	-2596	0	0	0	0	38663		
27847																																								16254	8382	0	470	141976	0	11067	279	15146	583582	503717	2188	525948	0	4778	0	20043	0	57634	430	583582	0	0	50753	0	0	7982	0	91896	411821	2a	1231	0	394786	390008	-1531	0	0	0	0	57634		
28013																																								36284	16269	1405	9873	592573	0	25285	850	217225	4068483	2940458	45390	3466141	108	26172	38411	480293	0	602234	0	4068483	9774	0	242716	0	0	391425	0	427097	2513361	2a	1231	-21992	3146534	3120362	-9915	0	0	0	0	602342	172	
28152																																								13654	2320	0	0	21142	0	1710	78	4335	138910	124960	861	126491	0	1328	0	670	0	12419	105	138910	0	0	2575	0	0	10000	0	27575	97385	4	1231	0	96999	95671	-261	0	0	0	0	12419	0	
28255																																								39915	7720	0	0	54699	0	7420	1410	11600	393762	358959	1856	360815	0	3092	0	0	0	32947	600	393762	0	0	27303	0	0	5836	0	77696	281263	2b	1231	0	274090	270998	-792	0	0	0	0	32947		
28406																																								22976	18194	2004	304035	0	7911	20077	3649	58400	2668279	2117431	31703	2332472	0	20185	9160	170000	0	335807	5	2668279	13349	13338	326587	4613	0	11086	5866	250898	1866533	2a	1231	0	2204677	2184492	-1871	0	0	0	0	335807	13553	
28675																																								498	2034	296	0	63569	0	1722	0	1141	133966	107882	691	118573	0	665	0	10000	0	15393	0	133966	0	0	15265	0	0	0	0	3561	104321	6	1231	0	65371	64706	128	0	0	0	0	15393		
28732																																								5018	4160	0	0	16282	0	3343	0	2547	97028	84957	1453	86410	0	868	0	0	0	10618	250	97028	0	0	10297	0	0	307	0	26073	58884	1a	1231	0	66287	65419	-236	259	0	0	0	10618		
29476																																								1082	708	0	1802	2044	0	1556	135	3748	86531	72243	746	77840	0	745	199	4851	0	8691	0	86531	0	0	2653	0	0	6068	0	6586	65657	1b	1231	0	72352	71607	-30	3650	0	0	0	8691		
29636																																								20125	13190	0	0	469895	15	20374	3435	39992	975633	788089	9515	896470	0	2725	3150	22	0	79163	1	975633	0	0	12996	0	0	81452	0	170079	618010	2a	1231	0	408182	405457	-15286	0	0	0	98844	79163		
29878																																								54831	11466	0	0	24901	0	15398	6408	23701	1823317	1197320	24608	1221928	0	14102	0	0	0	601389	0	1823317	0	0	604436	0	0	0	0	31036	1166284	1a	930	0	1700714	1686612	-3047	0	0	0	0	601389		
30052																																								3548	906	0	0	0	0	2629	0	222	28862	24335	107	24600	0	310	0	158	0	4262	1000	28862	0	0	2731	0	0	531	120	7913	16422	1a	1231	0	18966	18656	0	2781	0	0	0	4262		
30502																																								4698	13607	35	0	244836	0	11683	265	12392	912697	708066	5436	817304	0	7209	9934	61585	0	95393	542	912697	0	0	65248	0	0	33734	34	133376	574690	2b	1231	0	602582	595373	-4131	0	0	0	42217	95393	19840	
30650																																								18088	745	0	0	16194	0	2216	698	884	120726	105939	264	106203	0	1370	0	0	0	14523	96	120726	0	0	577	0	0	14145	0	43351	62588	4	1231	0	82715	81345	-295	556	0	0	0	14523		
30810																																								15875894	943123	6600	202803	1339455	0	344900	167	1439969	100494800	62940193	3253808	89909640	0	2727874	0	22517872	1197767	10585160	35	100494800	0	0	5979202	285738	0	4588450	0	635668	62304525	2a	1231	0	82725748	79997874	17473	0	0	0	0	10585160	58277	
31134																																								31992	3320	0	0	16725	0	3505	0	2730	133677	110195	1538	111733	0	1060	0	0	0	21944	200	133677	0	0	21650	0	0	250	0	30828	79367	2a	1231	0	76465	75405	-156	0	0	0	0	21944		
31255																																								37604	3855	0	0	98018	0	7991	0	18060	668274	601017	5281	606298	0	5099	933	0	0	61976	2989	668274	0	0	31782	0	0	28811	0	161011	440005	2a	1231	0	506912	501813	-1606	0	0	0	0	61976		
31657																																								0	2374	0	66993	0	0	1358	0	4716	148290	127488	231	129334	0	886	0	0	0	18956	60	148290	0	0	16686	0	0	2210	0	31118	96370	5	1231	0	73735	72849	0	0	0	1615	0	18956		
31826																																								18707	3740	0	0	52646	0	8312	377	9742	278796	225265	2999	238264	0	3203	865	0	0	40532	800	278796	0	0	39783	0	0	800	0	76420	148845	2b	1231	0	187610	184407	-851	0	0	10000	0	40532		
31835																																								1013	2373	0	2210	28464	0	2392	5	15858	134633	116314	4932	121983	0	1426	0	0	0	12650	461	134633	0	0	-654	0	0	14750	0	32948	83366	1a	1231	0	83744	82318	-1907	0	0	737	0	12650		
32234																																								772	1462	1185	0	134130	0	3087	0	4637	166622	143504	1547	153784	0	11	0	0	0	12838	332	166622	0	0	2959	0	0	12061	0	16712	126792	2b	1231	0	21360	21349	-2514	0	0	8733	0	12838		
32766																																								31745	1172	0	9249	7	0	85	296	304	67241	60855	236	61091	0	227	0	0	0	6150	320	67241	0	0	5350	0	0	480	0	24968	35888	1a	1231	0	24610	24383	0	0	0	0	0	6150		
32971																																								14102	1230	415	2	40471	0	7002	65	12354	242290	199516	2881	212409	0	1966	0	10012	0	29881	0	242290	0	0	30003	0	0	0	269	32610	166906	1a	331	0	168346	166380	-122	0	0	0	0	29881		
33147																																								27654	4129	0	0	13508	0	6875	341	8493	255671	219037	716	230338	0	3989	0	10585	0	25333	0	255671	0	0	13573	0	0	11975	0	9635	209402	1a	1231	0	188660	184671	-215	10000	0	0	0	25333		
33259																																								75137	2208	0	0	91743	0	14983	9088	11489	728610	655556	1970	657526	0	7015	0	0	0	71084	919	728610	0	0	35011	0	0	37724	0	59534	596022	1a	1231	0	530977	523962	-2570	0	0	0	0	71084		
33268																																								5097	6365	0	0	68148	0	1978	0	3360	156627	140797	256	141053	0	1235	0	0	0	15574	500	156627	0	0	8987	0	0	6500	0	53262	87535	1a	1231	0	72914	71679	-413	0	0	0	0	15574		
33370																																								6680	386	0	4867	0	0	169	14	716	25946	19938	41	22036	0	116	0	2057	0	3910	0	25946	0	0	3910	0	0	0	0	304	19634	1a	1231	0	13230	13114	0	0	0	0	0	3910		
33839																																								5620	1937	0	0	6295	0	114	0	237	33742	29631	103	29734	0	102	0	0	0	4008	200	33742	0	0	3304	0	0	550	0	3659	25972	5	1231	0	19641	19539	-46	0	0	0	0	4008		
33857																																								18093	3529	20	0	81078	0	3073	158	9922	778813	650082	1600	691635	0	6695	15213	39953	0	87178	200	778813	0	0	17499	0	0	69800	902	83150	566932	2b	930	0	653520	646825	-321	0	0	0	0	87178		
34425																																								59691	3479	3709	0	75154	0	17923	2593	33136	992925	822899	7873	897322	0	7923	10503	60000	0	95603	5703	992925	0	0	26850	0	0	65128	414	150520	672379	2b	1231	0	790888	782965	-2078	3358	0	0	6550	95603		
34434																																								557	19781	0	10350	25033	0	12906	1370	4923	332752	299747	1018	300770	0	1857	603	0	0	31982	325	332752	5	5	18442	0	0	14075	0	90559	209188	6	1231	0	257981	256124	-860	1100	0	0	0	31982		
34452																																								7900	4263	0	0	48953	0	1966	344	5283	146845	132436	197	132633	0	684	0	0	0	14212	163	146845	0	0	12866	0	0	1738	0	14052	118384	4	1231	0	74820	74136	-555	4000	0	0	0	14212		
34537																																								19348	129065	18246	400647	982958	14983	64577	10288	219349	5907772	4720140	29754	5183493	0	28118	152176	208000	0	724279	56793	5907772	0	0	32995	0	0	646601	20887	1488857	3231283	2a	1231	0	3897125	3869007	-12110	0	0	0	225599	724279	6241	
34555																																								10249	3391	503	0	94644	0	2096	0	13802	280289	248363	2658	254571	0	2620	764	3550	0	25718	400	280289	0	0	24796	0	0	1900	0	57391	190972	5	1231	0	154836	152216	-1378	2624	0	0	0	25718		
34742																																								7070	5293	0	0	17578	1568	13823	4527	12585	390886	352397	3373	359270	0	3309	570	3500	0	31616	1	390886	0	0	18287	0	0	13526	4379	30591	321807	2a	1231	0	326502	323193	-198	300	0	0	0	31616		
35057																																								12234	7183	1027	0	8399	0	3552	260	4628	160473	141970	312	144882	0	1478	0	2600	0	15591	500	160473	0	0	8781	0	0	6361	414	30795	111175	1b	1231	0	124254	122776	-51	0	0	0	0	15591		
35301	78782077	2419229	1531922	41158256	44304155	1609784	1604586	0	30620822	247203427	18446382	224082004	0	53751	5775151	2815534	1366213	23121423	29931	247203427	4595531	3372787	12441710	0	0	11582098	9730	2a	0	29705980	29652229	-932316	5136163	2020078	23121423	3792	80609390	854175	79755215				38417564	25094564						115451620						2811709					1506163	1040943						56472322	58979298		1231					0	5136163	0	2020078		3792	
35570																																								66338	87101	19082	1710531	1940587	0	177368	4873	772705	25222932	16796037	174936	22418027	0	231144	82526	5166754	0	2804905	100000	25222932	0	0	1041186	0	0	1787183	1011	2541766	14254271	2a	1231	-83509	20587224	20356080	-39955	0	0	150000	130300	2804905	4730	
35646																																								4745	3024	0	19770	4585	0	159	0	3017	59105	45886	460	46346	0	196	0	0	0	12759	250	59105	0	0	10657	0	0	1900	0	9937	35949	8	1231	0	20934	20738	-48	3067	0	0	0	12759		
35879																																								13167	1754	145	0	44576	0	4536	0	8961	242148	183796	986	220921	0	937	287	36139	0	21227	0	242148	0	0	22532	0	0	0	0	6095	177701	1a	1231	0	169659	168722	-1305	0	0	0	0	21227		
36456																																								2908	3303	179	0	24354	0	2206	133	4947	127617	112312	396	112708	0	1220	1560	0	0	14909	700	127617	0	0	4686	0	0	9852	0	10453	101859	4	1231	0	89247	88027	-329	0	0	0	0	14909		
36933																																								6659	6694	0	0	15507	0	1694	650	2014	139553	128413	815	129228	0	1012	0	0	0	10325	675	139553	0	0	3707	0	0	6400	0	25606	102807	2a	1231	0	107347	106335	-457	0	0	0	0	10325	0	
37051																																								6819	831	0	0	3007	0	1545	0	1088	78156	69821	264	70085	0	707	0	0	0	8071	100	78156	0	0	4662	0	0	3300	0	11295	58526	4	1231	0	64338	63631	9	1235	0	0	0	8071		
37341																																								996	380	0	0	4234	0	340	0	1336	41267	34665	289	35954	0	541	0	1000	0	5312	148	41266	0	0	4525	0	0	752	0	6897	27768	4	1231	0	32454	31913	-113	2068	0	0	0	5312		
37435																																								198784	43440	1868	7199	426609	0	19775	223	7784	1346576	1220959	3901	1224860	0	11778	2941	0	0	121716	1028	1346576	0	0	90652	0	0	40000	5806	178627	1042332	2b	1231	0	641021	629243	-9964	0	0	0	0	121716	2904	
37640																																								6522	31971	2427	0	733605	0	58024	68	88477	3120098	2495133	21615	2782136	0	14460	54058	210382	0	337962	6747	3120098	2232	2210	127137	0	0	215839	6628	599527	1895606	2a	1231	0	2150546	2136086	-11761	0	0	21000	31796	337962		
37659																																								0	2003	0	2448	531	0	751	377	1264	45366	39318	696	40014	0	431	0	0	0	5352	400	45366	0	0	4356	0	0	600	0	11141	28177	4	1231	0	32946	32515	-4	5477	0	0	0	5352		
37949																																								671	8551	0	0	106016	0	1004	0	8801	225402	195131	314	201783	0	2023	443	0	0	23619	660	225402	0	0	15159	0	0	7936	0	26517	168615	4	1231	0	101939	99916	-136	0	0	0	6338	23619		
38740																																								24041	2897	0	0	21849	0	4777	0	6825	213239	175003	981	192745	0	1793	0	16761	0	20494	900	213239	0	0	10885	0	0	8790	338	30340	144663	2b	1231	0	154305	152512	-81	0	0	0	0	20494	0	
39327																																								75245	10777	0	52984	35354	0	7864	138	14548	509236	428253	792	429045	0	759	0	0	0	80191	8100	509236	0	0	59422	0	0	12902	0	133956	294297	2b	1231	0	301588	300829	-233	11497	0	0	0	80191		
39756																																								144650	7552	0	0	79346	0	12123	1	12393	759645	658803	3376	708893	0	5375	799	15112	0	50753	800	759646	0	0	30159	0	0	21857	0	315972	342831	2b	1231	0	508156	502781	-2063	0	0	0	31602	50753		
40033																																								6700	1956	0	63	20130	0	2614	105	3450	58630	48961	1321	50282	0	447	0	0	0	8348	89	58630	0	0	4804	0	0	4766	0	12280	36681	4	1231	0	24059	23612	-1311	0	0	0	0	8348		
40499																																								50212	18951	22893	46095	182173	1000	23263	838	89159	2696517	2162641	43312	2432317	0	18863	13565	226364	0	264200	0	2696517	0	0	213819	0	0	63510	34129	289276	1873365	2a	1231	-10536	2233102	2214239	-2593	0	0	0	0	264200		
40855																																								1377	2349	148	0	16377	0	1520	0	1334	106143	86677	285	96156	0	929	200	9194	0	9987	130	106143	0	0	2186	0	0	7870	0	8324	78353	4	1231	0	76519	75590	-199	7248	0	0	0	9987		
41245																																								4877	1034	0	395	12897	0	184	0	1512	52131	44093	319	45263	0	496	0	0	0	6868	150	52131	0	0	5624	0	0	1200	0	8877	35216	4	1231	0	31469	30973	-106	259	0	0	851	6868		
41553																																								4699	1827	0	18435	41548	0	526	0	2781	98222	86113	395	86508	0	666	0	0	0	11714	800	98222	0	0	11479	0	0	2500	0	15196	70917	4	1231	0	28414	27748	-3065	658	0	0	0	11714		
41629																																								10953	3362	0	0	10639	0	4096	713	5722	200781	170979	1661	178440	0	2085	360	5800	0	22341	2107	200781	0	0	19955	0	0	422	0	53945	117034	2b	1231	0	162389	160304	-143	4632	0	0	0	22341		
41825																																								15505	4083	0	0	45441	0	5568	167	7951	373398	328146	1879	330025	0	3204	0	0	0	43373	2233	373398	0	0	16173	0	0	25927	412	97439	230707	1a	1231	0	292215	289011	-960	5260	0	0	0	43373		
41937																																								15	1528	231	0	22368	0	474	0	1983	59660	52159	273	52697	0	238	0	0	0	6963	330	59660	0	0	5244	0	0	1920	0	10866	41293	4	1231	0	31914	31676	-531	1385	0	0	265	6963		
41955																																								107	1043	0	0	7891	0	271	0	676	34690	28368	19	31419	0	277	0	3032	0	3271	300	34690	0	0	818	0	0	2300	0	4360	24008	4	1231	0	21759	21482	-147	3220	0	0	0	3271		
42037																																								1971	849	0	0	12032	0	1361	61	2942	63814	54353	117	54470	0	435	0	0	0	9344	5	63814	0	0	7584	0	0	2000	0	15648	38705	4	1231	0	41542	41107	-245	3491	0	0	0	9344		
42354																																								12181	2029	0	0	78927	0	2050	158	5504	180226	162749	221	162970	0	1167	0	0	0	17256	150	180226	0	0	17744	0	0	710	0	39421	123328	1a	1231	0	80544	79377	-1348	0	0	0	0	17256	0	
42372																																								19666	587	0	0	23181	0	6817	98	9151	380438	314624	1915	323539	0	2154	0	7000	0	56899	0	380438	0	0	57196	0	0	0	0	21559	293065	1b	1231	0	323092	320938	-297	0	0	0	0	56899		
42420																																								9736	64338	14223	410430	811033	0	76902	2997	316864	7293875	5720843	42857	6367225	0	53732	250036	460509	0	926650	38971	7293875	0	0	306264	0	0	594487	9759	1461067	4259776	2a	1231	0	5381289	5327557	-13072	0	0	6000	137016	926650	0	
42448																																								50350	7958	0	0	121118	0	53021	128	22114	1314932	1053559	5303	1170362	0	14982	0	111500	0	144570	1200	1314932	0	0	126367	0	0	18501	0	78846	974713	2a	1231	0	1075225	1060243	-1498	0	0	0	0	144570		
42457																																								250	734	0	6784	8196	0	106	0	1374	47624	38401	205	41937	0	522	0	0	0	5687	500	47624	0	0	4871	0	0	600	0	7615	30786	4	1231	0	30702	30180	-284	0	0	3331	0	5687		
43052																																								3540	1204	0	0	21769	0	146	115	4823	92531	73567	317	75384	0	1431	0	1500	0	17147	50	92531	0	0	15469	0	0	2010	0	12438	61129	4	930	0	61948	60517	-382	417	0	0	0	17147		
43351																																								4944	4019	238	0	13039	0	7086	552	6452	216769	184628	1507	194535	0	2646	0	8400	0	22234	50	216769	0	0	0	0	0	22104	0	34597	150031	4	1231	0	178502	175856	80	4583	0	0	0	22234		
43856																																								12445	2404	0	3572	21926	0	466	19	2607	68745	62798	597	63395	0	243	0	0	0	5350	150	68745	0	0	5197	0	0	150	0	14792	48006	5	1231	0	25549	25306	-147	0	0	0	0	5350		
43959																																								20675	6947	0	0	128867	0	1753	307	1821	222808	206322	421	206743	0	721	0	0	0	16065	1000	222808	0	0	13184	0	0	5000	0	47905	158417	1b	1231	0	63159	62438	-3119	0	0	0	0	16065		
44040																																								10483	1615	0	0	106875	0	1011	1236	13294	319052	276049	1351	282400	0	4395	0	0	0	36652	200	319052	0	0	38599	0	0	200	0	33201	242848	1a	1231	0	187228	182833	-2347	1705	0	5000	0	36652		
44433																																								2339	2051	13	0	62062	0	1075	633	4937	363363	305429	758	327327	0	5442	0	21000	0	36036	50072	363363	0	0	-21650	0	0	9528	0	78824	226605	1a	1231	-1	295695	290253	-1913	0	0	0	140	36036		
44741																																								8008	2452	345	0	93188	0	6354	362	4588	464034	398019	1438	419173	0	4667	0	0	0	44861	1500	464034	0	0	35573	0	0	8500	1210	103500	294519	2b	1231	0	352194	347527	-712	0	0	0	19716	44861		
44750																																								12220	2934	0	0	22110	0	3808	5708	7447	155147	137523	476	137999	0	1056	0	0	0	17148	62	155147	0	0	15855	0	0	1670	0	16281	121242	4	1231	0	101901	100845	-439	75	0	0	0	17148		
44929																																								11193	5459	52	0	33897	0	2937	0	4807	146970	130241	869	131110	0	1119	6071	0	0	15860	855	146970	0	0	6139	0	0	9671	0	29861	100380	4	1231	0	82429	81310	-805	1244	0	0	0	15860		
45038																																								12340	1432	0	775	41688	0	906	296	3620	159904	123714	278	143868	0	1653	0	0	0	16036	100	159904	0	0	14589	1769	0	1628	0	13902	109812	2a	1231	0	98132	96479	-281	599	0	0	19876	16036		
45047																																								5553	3900	0	0	8064	0	4606	50	1656	153186	132012	259	132271	0	1926	4992	0	0	20915	200	153186	0	0	4825	0	0	15971	0	36026	95986	1a	1231	0	126291	124365	-81	0	0	0	0	20915		
45056																																								18118	1935	0	7716	7500	0	212	0	1018	81162	70101	395	70496	0	463	0	0	0	10666	200	81162	0	0	8785	0	0	1800	0	14487	55614	4	1231	0	45126	44663	-119	0	0	0	0	10666		
45430																																								8308	1225	0	12608	22757	0	952	160	6367	119965	98978	2652	102091	0	598	0	461	0	17874	400	119965	0	0	17473	0	0	400	0	17773	81205	1a	1231	0	66274	65676	-399	1912	0	0	0	17874		
45458																																								8462	2115	1134	0	26364	0	2763	162	3324	124795	102512	934	111244	0	883	391	7798	0	13552	200	124796	0	0	2925	0	0	10784	0	26551	75961	5	1231	0	80135	79252	-357	828	0	0	0	13552		
