"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
3371309																																							29451	5205	0	21233	0	0	5677	1610	2151	277354	246746	1471	248217	0	2578	0	0	29137	3	277354	0	0	9202	0	0	20497	1314	93637	153109			0	213291	210713	-565	0	0	0	0	29137		
3374234																																							6186	1585	0	2486	0	0	2476	543	961	142634	116396	374	125000	0	1565	6500	0	17634	500	142634	0	0	-4750	0	0	21912	0	18616	97780			0	129962	128397	-28	0	0	0	1730	17634		
3374382																																							31989	4748	0	24826	0	0	676	0	7471	360674	277604	1272	327876	0	3701	49000	0	32798	6628	360674	0	0	12774	0	0	13558	81	63153	214451			0	294584	290883	-162	0	0	0	0	32798		
3374403																																							22138	823	2176	24947	0	0	3515	0	5606	209078	173357	453	193310	0	1401	19500	0	15768	3877	209078	0	0	5922	0	0	6668	0	46841	126516			0	151274	149873	-699	0	0	0	0	15768		
3374412																																							67504	4718	0	27125	0	13128	26241	669	35021	938693	830085	3483	833568	0	9459	0	0	105125	5000	938693	0	0	26177	0	0	74065	5642	109552	720533			0	768104	758645	-117	0	0	0	0	105125		
3374878																																							176502	17874	5322	29543	0	83187	1974	0	34550	1622437	1252512	8580	1366107	0	11056	90017	0	256330	217147	1622437	0	0	32612	0	0	7270	28022	546887	705625			0	1250981	1239925	-699	3000	0	14998	0	256330	2538	
3376733																																							39852	1055	0	7838	0	0	4974	1191	4297	209763	182997	1782	184779	0	2128	0	0	24984	1500	209763	0	0	8187	0	0	15300	0	37943	145054			0	152684	150556	-3	0	0	0	0	24984		
3377235																																							2096	2222	0	12999	0	790	5175	5632	1784	123580	107204	1806	112510	0	1194	3500	0	11070	2930	123580	0	0	-35416	0	0	43645	1414	13360	93844			0	92662	91468	-89	0	0	0	0	11070		
3378773																																							23894	3878	0	253378	0	3678	12257	0	32616	1970086	1606432	9348	1757780	0	20031	124000	0	212306	100	1970086	0	0	83117	0	0	130935	0	414701	1191731			0	1660416	1640385	-1846	0	0	18000	0	212306		
3382547																																							232815	67	0	0	0	1950	0	0	16262	323981	250197	12145	262342	0	2375	0	0	61639	0	323981	0	0	32639	0	0	29000	0	197	250000			0	75262	72887	0	0	0	0	0	61639	0	
3383599																																							47640	4426	0	0	0	1856	1017	0	2547	221985	195211	812	196023	0	2914	0	0	25962	19058	221985	0	0	5576	0	0	1328	317	37429	157782			0	167096	164182	0	0	0	0	0	25962		
3383665																																							4284	773	0	8608	0	0	5011	0	3607	160138	138240	360	147004	0	1740	7000	0	13134	600	160138	0	0	6076	0	0	6750	0	21171	117069			0	139595	137855	-292	0	0	0	1404	13134		
3384318																																							351444	53898	0	664341	0	96643	55151	3777	130666	4852538	4147573	52796	4224268	0	31629	0	0	628270	157705	4852538	0	0	144142	0	0	332780	152704	1156191	2991382			0	3366543	3334914	-6357	9000	0	0	23899	628270	0	
3384372																																							10307	3024	0	8491	0	838	5458	1930	6358	193459	161287	1950	176237	0	1834	13000	0	17222	5375	193459	0	0	1757	0	0	10231	7362	16343	144944			0	144203	142369	-141	7322	0	0	0	17222		
3384952																																							13787	3778	0	12505	0	0	4437	0	4626	203849	180246	528	185774	0	2114	5000	0	18075	23986	203849	0	0	-5709	0	0	0	1745	41530	138716			0	165085	162971	-202	0	0	0	0	18075	0	
3385744																																							9077	4412	1725	61733	0	0	6961	187	7595	257588	231075	1107	232182	0	1962	0	0	25406	1478	257588	0	0	7154	0	0	17795	0	39066	192009			0	162960	160998	-1021	4900	0	0	0	25406		
3386143																																							100	4199	13164	16632	0	0	3188	1004	3664	131579	116539	350	116925	0	1068	36	0	14654	5726	131579	0	0	4322	0	0	5152	0	22581	93958			0	89202	88134	-546	1494	0	0	0	14654		
3386264																																							35201	4766	4656	3013	0	960	2130	0	20486	947186	804154	11094	825248	0	7773	10000	0	121938	42723	947186	0	0	77177	0	0	2019	14872	115587	688567			0	868875	861102	19	0	0	0	0	121938		
3386536																																							4221	3452	0	36417	0	0	12091	221	6692	365096	313981	1515	332496	0	3555	17000	0	32600	2101	365096	0	0	10569	0	0	20423	4664	37612	276369			0	300893	297338	-493	0	0	0	0	32600		
3386590																																							4983	7550	0	21234	0	1151	3659	213	5235	484828	410787	2526	441113	27	4828	27800	0	43688	15991	484828	0	0	8739	0	0	19154	1693	84674	326113			-84	437931	433103	-112	6007	0	0	0	43715		
3386983																																							4909	1039	0	0	0	574	1566	0	345	46669	41051	52	41103	0	278	0	0	5566	4150	46669	0	0	-2734	0	0	4150	0	10771	30280			0	38514	38236	0	0	0	0	0	5566		
3387140																																							7800	2004	161	9251	0	5184	6142	327	1792	129844	101848	641	112382	0	254	9893	0	17462	550	129844	0	0	530	0	0	16423	0	13170	88678			0	97437	97183	-41	0	0	0	0	17462		
3388165																																							82288	1621	4000	520	0	6704	3897	0	5097	427222	369712	2113	381430	0	4391	0	9605	45792	3827	427222	0	0	4895	0	0	37063	3787	59051	310661			0	323016	318625	7	683	0	0	0	45792		
3388482																																							30691	10580	0	45953	0	5516	5299	0	15624	616574	513307	2379	555686	0	5543	40000	0	60888	42985	616574	0	0	14831	0	0	3492	0	169549	343758			0	508397	502854	-420	0	0	0	0	60888	57	
3390337																																							10828	3298	0	0	0	17	771	0	1348	88134	50993	724	74717	0	1809	23000	0	13417	49544	88134	0	0	-38162	0	0	2035	7227	13833	37161			0	61169	59360	0	5285	0	0	0	13417	0	
3390627																																							23269	365	0	30414	0	0	675	2971	1353	119660	99486	336	102322	0	678	2500	0	17338	20672	119660	0	0	-29919	0	0	27341	0	49043	50443			0	61291	60613	-756	0	0	0	0	17338		
3391718																																							152	8980	0	100754	0	0	4673	427	3298	456457	402416	2104	409520	0	4104	5000	0	46937	1200	456457	0	0	28198	0	0	18054	0	81023	321393			0	342277	338173	-515	0	0	0	0	46937		
3392975																																							0	3000	0	56910	0	0	4455	0	8572	191310	111944	402	174386	0	925	49339	0	16924	4995	191310	0	0	7942	0	0	7206	0	38265	73679			0	119298	118373	-3219	0	0	0	12701	16924		
3393851																																							992	1709	0	15470	0	0	2318	320	859	120606	106467	654	107121	0	1115	0	0	13485	1249	120606	0	0	556	0	0	12262	0	13682	92785			0	99178	98063	-582	875	0	0	0	13485		
3394278																																							2610321	36227	0	176245	0	0	79052	0	1409046	26585576	19326368	218856	23678861	0	341121	4133637	0	2906715	1	26585576	0	0	1044738	0	0	1851352	0	1076	19325292			0	22615806	22274685	10624	0	0	0	0	2906715	0	
3394380																																							20632	357	0	797	0	0	249	0	1176	46288	25145	426	32071	0	2450	6500	0	14217	38829	46288	0	0	-25346	0	0	742	0	9388	15757			0	25527	23077	-8	0	0	0	0	14217		
3395293																																							9218	5995	0	137004	0	1568	3698	0	14095	787746	620808	3528	720061	0	6434	93075	0	67685	1879	787746	0	0	29301	0	0	37576	55896	84746	536062			0	566706	560272	-1071	0	0	0	2650	67685		
3397233																																							559	3519	4908	31005	0	95	1646	0	8516	220218	181317	498	185815	0	2274	4000	0	34403	15500	220218	0	0	2782	0	0	16698	0	84281	97036			0	169934	167660	-577	2310	0	0	0	34403	0	
3398100																																							67877	7804	570	52468	0	0	2287	0	24315	862435	758718	5192	773775	0	7439	116	9749	88660	51787	862435	0	0	20683	3614	0	16191	0	319358	439359			0	710939	703500	-1	0	0	0	0	88660	0	
3398623																																							45780	7507	12092	83857	0	148	286	0	13891	467150	424481	2198	426679	0	4049	0	0	40471	26022	467150	6	0	12557	0	0	2339	4081	263856	160625			0	303551	299502	-447	0	0	0	0	40471		
3401970																																							22809	13547	49811	51260	0	17549	10906	1455	71442	1711159	1393204	7912	1516323	0	15135	93351	21856	194836	93132	1711159	0	0	35222	0	0	67417	0	219034	1174170			0	1462515	1447380	-935	25000	0	0	0	194836	0	
3402913	66414	5962	5708	214477	0	0	1552	0	36180	1276687	9470	1160977	0	10588	55043	0	115710	33229	1276687	0	0	27602	0	0	58590	0		0	956982	946394	-3711	0	412	115710		103598	29666	73932			5708	214476							992454					55043												360971	631483							0	0	0	412			
3404207																																							81104	16411	84230	112978	0	16119	39073	2858	117068	1575451	1385266	13112	1416709	0	6057	15455	0	158742	5000	1575451	2894	2876	34413	0	0	122319	0	222592	1162674			0	1108768	1102711	-2990	5	0	0	0	158742		
3404373																																							86276	6861	23965	60963	0	106	18618	0	12021	962299	827399	3160	830559	0	17935	0	0	131740	45313	962299	0	0	47760	0	0	38480	0	101876	725523			0	771424	753489	187	0	0	0	0	131740		
3404467																																							61592	969	0	47176	0	0	3430	0	15850	571931	480335	2443	520778	0	6562	38000	0	51153	8500	571931	0	0	31884	0	0	11343	0	119231	361104			0	449476	442914	-574	0	0	0	0	51153		
3404506																																							42975	11635	0	14312	0	6246	3172	2177	19981	452347	349096	2943	399963	0	3361	44000	0	52384	10874	452347	4	4	21327	0	0	20106	0	50781	298315			0	355206	351845	77	0	0	0	3920	52384	0	
3404999																																							11580	1958	0	4890	0	61	1785	0	540	115189	98504	518	99022	0	926	0	0	16167	7775	115189	0	0	1034	0	0	7440	0	18217	80287			0	92626	91700	-82	2675	0	0	0	16167		
3407084																																							4	2329	950	529	0	0	84	0	410	173597	141617	6696	149137	0	3802	824	0	24460	1	173597	0	0	16773	0	2727	4999	0	1127	140490			0	160749	156947	-40	12344	0	0	0	24460		
3408728																																							14159	86046	0	309516	0	57373	14981	1909	54578	2097705	1750640	10175	1830435	0	11220	57391	0	267270	4314	2097705	0	0	48662	0	0	217763	58	384826	1365814			0	1528469	1517249	-3469	41836	0	0	12229	267270		
3410141																																							10331	22743	0	10854	0	0	1772	0	2365	249684	206165	1003	221499	0	1854	14000	0	28185	1491	249684	0	0	10930	0	0	15880	174	35455	170710			0	203299	201445	-116	0	0	0	331	28185		
3411773																																							6894	7221	14323	36675	0	0	7077	0	4224	245678	222354	548	225902	0	2359	3000	0	19776	650	245678	0	0	5717	0	0	14300	0	35569	186785			0	171623	169264	-891	0	0	0	0	19776		
3412417																																							22645	6590	0	48194	0	0	8477	575	10071	328082	283989	1341	295330	0	3527	10000	0	32752	1200	328082	0	0	18540	0	0	14239	4645	97257	186732			0	226912	223385	-1227	3500	0	0	0	32752		
3415454																																							21610	15288	44098	82934	0	1389	6420	0	19402	613807	548926	1358	550284	0	5787	0	0	63523	4673	613807	0	0	36783	0	0	23657	0	241513	307413			0	428453	422666	-1590	0	0	0	0	63523		
3415463																																							33086	5222	0	292822	0	51861	22033	1000	79637	1722351	1439919	8446	1505773	0	10892	57408	0	216578	11531	1722351	0	0	28646	0	0	179957	15823	221210	1218709			0	1231388	1220496	-3556	371	0	0	0	216578		
3419416																																							93716	7853	36177	61055	0	0	2852	379	40253	1394135	1140035	5367	1228903	0	9731	68500	0	165232	50841	1394135	0	0	58875	0	0	56471	0	223966	916069			0	1161455	1151724	-955	126	0	15001	0	165232	0	
3424483																																							6312	3323	0	12349	0	0	2520	121	1893	152005	134536	363	136961	0	2006	2062	0	15044	1749	152005	0	0	1947	0	0	11623	0	28785	105751			0	127493	125487	-275	0	0	0	0	15044		
3425725																																							148	1785	0	27	0	0	2048	0	1233	46116	38203	186	38389	0	780	0	0	7727	11	46116	0	0	-1186	0	0	8902	0	4760	33443			0	36184	35404	0	5471	0	0	0	7727		
3428258																																							46447	8385	0	111830	0	5069	17068	292	16345	589519	495255	5756	527511	0	1568	26500	0	62008	0	589519	0	0	-26486	600	6766	82269	218956	32535	462720			0	166095	164527	-541	0	0	0	0	62008		
3429219																																							4764	2232	0	20504	0	0	5600	554	3895	159825	142945	1216	146268	0	2139	2032	0	13557	2046	159825	0	0	-5610	0	0	17592	0	16768	126177			0	124415	122276	-471	0	0	75	0	13557		
3429282																																							1154	21752	0	498	0	0	6776	0	1449	181665	155739	401	166140	0	1068	10000	0	15525	10820	181665	0	0	-6421	0	0	11129	977	53698	102041			0	150127	149059	-3	0	0	0	0	15525		
3433047																																							17601	1721	0	10173	0	0	5745	0	5870	182831	145833	657	161490	0	1460	15000	0	21341	7470	182831	0	0	-230	0	0	14085	566	33524	112309			0	142308	140848	16	307	0	0	0	21341		
3435948																																							87712	2698	9951	36279	0	0	468	86	5602	244810	222959	302	223261	0	1602	0	0	21549	7098	244810	0	0	7026	0	0	8032	0	50229	172730			0	103616	102014	-607	0	0	0	0	21549		
3437148																																							29579	10716	0	0	0	2022	19394	94	20792	477160	425687	3250	428937	0	4535	0	0	48223	0	477160	0	0	13529	0	0	34694	0	43167	382520			0	399098	394563	0	0	0	0	0	48223		
3437157																																							30862	21392	0	228629	0	23876	26827	496	29555	1070362	908838	5098	941911	0	6577	20000	0	128451	3044	1070362	0	0	32000	0	0	96574	2619	251403	657434			0	711263	704686	-3167	1420	0	0	7975	128451		
3437166																																							37728	1635	0	0	0	0	86	0	1633	173328	148046	1229	149275	0	1847	0	0	24053	2549	173328	0	0	10941	0	0	10801	1581	21289	126757			-238	132512	130665	0	0	0	0	0	24053		
3437456																																							105445	24818	0	18888	0	23439	14391	0	27389	1435822	1256303	10166	1270726	0	6644	4257	0	165096	13207	1435822	0	0	128629	0	0	23364	56865	309028	947275			0	1148067	1141423	-104	23164	0	0	0	165096		
3437483																																							104072	20416	0	123569	0	0	611	0	8607	875269	788707	7455	796162	0	6635	0	0	79106	1750	875268	0	0	46243	0	0	30956	0	311576	477131			0	624629	617994	157	0	0	0	0	79106		
3438060																																							15684	1641	0	1076	0	0	2464	6935	4509	89751	69333	328	75411	0	766	5750	0	14340	4084	89751	0	0	-10247	0	0	20481	0	11244	58089			0	58208	57442	22	0	0	0	0	14340		
3438958																																							27080	2276	0	700	0	0	245	810	2253	139127	115540	555	125095	0	1864	3000	0	14032	15532	139127	0	0	-9461	0	0	7949	0	37078	78461			0	107627	105763	12	0	0	6000	0	14032		
3440803																																							52475	5943	0	69475	0	0	1489	0	4341	288862	256045	828	264579	0	2023	7706	0	24283	16238	288862	0	0	8595	0	0	288	0	80646	175399			0	157162	155139	-838	0	0	0	0	24283		
3440830																																							65436	10075	0	1369	0	0	2871	2459	22264	556035	440593	2954	507391	0	7510	63844	0	48644	15422	556035	0	0	4	0	0	33230	311	189817	250776			0	458093	450583	-12	667	0	0	0	48644		
3441677																																							3972	1461165	0	3591407	0	250466	4687	0	66945	5675591	4046491	10085	4056576	0	276	0	0	1619015	10	5675591	0	0	138138	0	0	1567031	0	25616	4020875			0	297225	296949	-86164	0	0	0	0	1619015		
3443345																																							59524	3541	5852	32293	0	0	13440	511	10010	883736	736702	6239	794599	29	8393	51658	0	89108	42132	883736	0	0	12814	0	0	34582	0	118489	618213			0	764981	756588	-420	1977	0	0	0	89137		
3444539																																							3207	2937	0	39616	0	0	2036	0	16704	426998	305876	958	381334	0	2600	74500	0	45664	15862	426998	0	0	-7647	0	0	38402	0	63303	242573			0	365098	362498	-953	0	0	0	0	45664	0	
3445460																																							16234	4576	18284	34662	0	2892	13980	0	15137	491521	433704	785	434789	0	6374	0	0	56732	8182	491521	0	0	22814	0	0	26073	0	91352	342352			0	392130	385756	-337	0	0	0	300	56732		
3445901																																							11393	5298	0	32880	0	0	5484	189	4580	167133	143960	194	150054	0	1076	5900	0	17079	10663	167133	0	0	-3875	0	0	11040	0	29956	114004			0	108385	107309	-749	0	0	0	0	17079		
3446225																																							2767	2012	0	9616	0	353	2482	342	1971	84619	76482	404	76886	0	671	0	0	7733	2000	84619	0	0	3226	0	0	2547	250	10525	65957			0	63532	62861	-40	1965	0	0	0	7733		
3446636																																							10530	1270	0	51609	0	33	15960	0	16190	459985	320204	2759	424606	0	3493	101400	0	35379	10675	459985	0	0	10833	0	0	16499	0	98602	221602			0	367886	364393	-2628	0	0	243	0	35379		
3446784																																							4298	2318	0	6405	0	0	7324	0	2425	202249	149849	571	182620	0	2001	32200	0	19629	1717	202249	0	0	2956	0	0	15047	344	23593	126256			0	177772	175771	-91	3364	0	0	0	19629		
3447576																																							14482	14838	0	166602	0	7931	10688	15093	12908	1088974	827339	3671	863010	0	11125	32000	0	225964	78580	1088974	0	0	67409	0	0	81596	3800	280272	547067			0	853757	842632	-1621	0	0	0	0	225964		
3447772																																							29058	1046	0	0	0	0	63	0	1648	160546	141830	505	142335	0	1425	0	0	18211	18566	160546	0	0	-1048	0	0	693	0	29326	112504			0	130156	128731	0	0	0	0	0	18211		
3447820																																							29903	659	0	145698	0	0	2694	0	18452	658103	572462	2558	575109	0	5629	89	0	82994	10000	658103	0	0	13268	0	0	62340	0	216762	355700			0	466326	460697	-2614	0	0	0	0	82994	0	
3448162																																							12320	1607	0	6	0	93	1271	811	2862	129234	111106	370	113476	0	1428	2000	0	15758	3296	129234	0	0	-6807	0	3226	16043	801	11601	99505			0	110891	109463	0	0	0	0	0	15758		
3448425																																							392	1674	0	19850	0	404	2519	0	1650	71535	64375	180	64555	0	354	0	0	6980	670	71535	0	0	808	0	0	6030	0	19762	44613			0	38246	37892	-528	7154	0	0	0	6980		
3449066																																							1206	15918	16066	248981	0	19687	39669	3611	47228	1784210	1362324	9050	1579863	0	9454	206490	0	204347	3943	1784210	0	0	-3832	0	0	207311	0	218051	1144274			0	1400825	1391371	-3075	6	0	0	1999	204347	467	
3451050																																							27397	7681	0	158476	0	0	5160	0	11671	376973	285878	1277	347155	0	2139	60000	0	29818	16243	376973	0	0	15311	0	0	0	0	121690	164188			0	168727	166588	-1736	0	0	0	0	29818	0	
3453737																																							8472	4138	0	44802	0	3053	4144	201	23658	412620	323336	8162	354708	0	4126	23210	0	57912	43005	412620	0	0	4622	0	0	10564	0	121657	201679			0	328278	324152	-279	0	0	0	0	57912		
3455227																																							39380	11356	0	2447	0	4464	10464	0	9900	359929	314402	5286	319688	0	3718	0	0	40241	39459	359929	0	0	-1974	0	0	2771	0	135418	178984			0	285636	281918	-15	0	0	0	0	40241		
3455236																																							24127	1877	0	26262	0	196	10387	0	12867	421118	272430	2069	379499	0	4312	105000	0	41619	2161	421118	0	0	10816	0	0	28846	0	18004	254426			0	338487	334175	-204	11227	0	0	0	41619		
3459207																																							32290	3995	1007	16244	0	939	5338	3280	4182	329254	283237	1940	292545	0	3859	7368	0	36709	6275	329254	0	0	-1579	5532	0	32351	0	50204	233034			0	260306	256447	-338	0	0	0	0	36709		
3459216																																							4457	1236	0	22860	0	0	302	0	1912	103890	89340	173	92513	0	879	3000	0	11377	2334	103890	0	0	-11170	0	0	20789	0	20357	68983			0	74002	73123	-576	0	0	0	0	11377	0	
3461264																																							8358	1555	0	0	0	0	183	250	285	26287	24603	413	25016	0	908	0	0	1271	98	26287	0	0	-13277	0	0	14450	1269	4228	20375			0	15295	14387	0	0	0	0	0	1271		
3462449																																							854	274	0	300	0	0	920	594	1053	32369	27921	81	29805	0	405	1803	0	2564	1608	32369	0	0	-3355	0	0	4321	0	3238	24683			0	23742	23337	-10	5037	0	0	0	2564		
3462458																																							14549	6923	0	8355	0	0	3529	12068	618	128149	115629	671	116300	0	1147	0	0	11849	15816	128149	0	0	-16746	0	0	13098	0	36930	78699			-330	76951	75804	11	6303	0	0	0	11849		
3463875																																							17636	2138	0	30105	0	0	4051	0	4073	168587	149812	351	152464	0	2308	2301	0	16122	608	168586	0	0	9590	0	0	6378	0	26577	123235			0	112892	110584	-454	0	0	0	0	16122		
3465226																																							5940	50744	3765	552635	0	141371	38425	3011	44117	2307284	1848373	9916	1947808	0	9033	33187	0	359476	2449	2307284	276	276	6662	0	0	357269	10521	758419	1089954			0	1465512	1456479	-6904	0	0	31950	24106	359476		
3465392																																							105351	11347	0	131411	0	0	18646	0	4848	639146	595257	727	595984	0	3097	0	0	43162	11568	639146	0	0	23223	188	0	11505	560	292409	302848			0	369892	366795	-3134	0	0	0	0	43162		
3466988																																							21354	1134	0	19988	0	166	1423	2930	6733	360243	274066	2347	323713	0	3163	47300	0	36530	125	360243	0	0	-1689	0	0	38355	0	62353	211712			0	309678	306515	-261	0	0	0	0	36530		
3468450																																							14979	2277	0	8935	0	1110	7133	60	1459	168635	150966	792	153775	0	2117	2000	0	14860	6950	168635	0	0	1061	0	0	6950	0	13766	137200			0	134799	132682	-101	0	0	0	17	14860		
3470097																																							7029	11249	0	6	0	7	1591	0	2170	86550	75646	318	75964	0	816	0	0	10586	2000	86550	0	0	849	0	0	7737	0	28246	47400			0	65281	64465	0	33	0	0	0	10586		
3470154																																							80882	12194	0	0	0	3015	1801	0	5351	388874	332797	1751	336048	0	3898	1500	0	52826	51646	388874	0	0	-679	0	0	1859	995	69063	263734			0	288534	284636	0	0	0	0	0	52826		
3470239																																							4211	2061	0	14017	0	0	0	0	2699	25534	500	964	1464	0	0	0	0	24070	500	25534	0	0	-59194	0	0	82728	0	500	0			0	0	0	36	0	0	0	0	24070	2546	
3470864																																							45851	5566	800	22222	0	0	4435	11705	1871	133425	113864	384	114248	0	405	0	0	19176	12037	133424	0	0	-6048	0	0	13008	0	61180	52684			0	41380	40975	179	0	0	0	0	19176		
3470930																																							3245	3484	0	53463	0	444	288	0	7508	153042	122241	1057	136048	0	1525	12750	0	16994	15958	153042	0	0	1850	0	0	0	0	43803	78438			0	86135	84610	-814	0	0	0	0	16994		
3472046																																							8605	4480	0	18523	0	0	12346	0	1410	263274	228417	457	228874	0	1451	0	0	34400	2988	263274	0	0	6452	0	0	25388	0	51702	176715			0	219276	217825	-428	85	0	0	0	34400		
3472859																																							155377	7807	0	1053	0	415	2365	0	3297	418525	361439	6621	371060	0	2864	3000	0	47465	6000	418525	0	0	35408	0	0	6060	369	88340	273099			0	250706	247842	-3	0	0	0	0	47465		
3475083																																							179983	3700	196131	233296	0	0	3084	3424	201889	5947165	5065269	93581	5523850	0	13208	365000	0	423315	10000	5947165	0	0	136782	0	0	277864	0	271371	4793898			0	5132873	5119665	-1331	5993	0	0	0	423315	0	
3476192																																							246150	47413	0	782758	0	58726	85841	33681	117597	4039599	3591181	11896	3603385	0	39199	0	0	436214	26270	4039599	281	308	277835	0	0	142175	2559	524614	3066567			0	2703792	2664593	-10066	0	0	0	0	436214		
3479018																																							4202	19519	0	8858	0	0	5463	0	569	98981	89150	127	89277	0	389	0	0	9704	3000	98981	0	0	951	0	0	5822	0	24688	64462			0	60659	60270	-69	100	0	0	0	9704		
3480069																																							7234	4643	2867	137	0	53	799	0	690	57941	49894	233	50127	0	592	0	0	7814	1959	57941	0	0	-20759	0	0	26603	0	29148	20746			0	38285	37693	11	3825	0	0	0	7814	0	
3481703																																							16268	6726	0	18630	0	0	2095	0	3517	213240	191990	1186	193176	0	2049	0	0	20064	4915	213240	0	0	-5899	0	0	21490	0	63100	128890			0	168053	166004	-442	0	0	0	0	20064		
3482045																																							22267	770	0	1986	0	1071	3589	554	1132	103095	84936	401	86076	0	1466	739	0	17019	5250	103095	0	0	2188	0	0	9581	2675	22073	62863			0	70517	69051	0	0	0	0	0	17019	0	
3482111																																							36145	4881	0	5882	0	0	6612	0	9394	478481	431381	1123	445704	0	3666	13200	0	32777	4125	478481	0	0	10603	0	0	18125	0	214311	217070			0	285769	282103	-76	133464	0	0	0	32777		
3485215																																							5626	6739	0	11747	0	0	272	0	3926	108357	97202	253	97455	0	614	0	0	10902	4441	108357	0	0	1722	0	0	5161	0	22712	74491			0	80624	80010	-422	37	0	0	0	10902		
3485420																																							24730	7002	0	9284	0	0	8740	0	9391	266345	232483	1102	239585	0	2152	6000	0	26760	12285	266345	0	0	6465	0	0	8004	0	51052	181431			0	209330	207178	6	20	0	0	0	26760	0	
3486623																																							7150	21572	0	98677	0	4800	8441	0	31260	760887	634880	6493	677659	0	5217	21500	0	83227	7191	760886	0	0	10470	0	0	67220	3164	129688	505192			-96	591030	585813	-1558	10	0	0	14786	83227		
3487433																																							30165	5779	0	105440	0	0	714	2342	4509	240949	223462	1251	224713	0	1577	0	0	16236	241	240949	0	0	6163	0	0	11784	0	74181	149280			-604	93577	92000	-1348	0	0	0	0	16236		
3487518																																							28070	14385	124014	294624	0	5411	2183	0	28106	1883189	1561543	6886	1734057	0	13940	126000	15000	149132	26817	1883189	1657	1657	22491	0	0	106411	0	302657	1258886			0	1396679	1382739	-6587	2000	0	17000	5971	149132	0	
3487947																																							29108	2274	0	46547	0	1518	5778	100	11039	304865	248874	1087	261961	0	2310	12000	0	42904	28056	304865	0	0	15201	0	0	1225	0	38462	210412			-795	210811	208501	-783	0	0	0	0	42904		
3488579																																							6836	991	0	43983	0	392	1746	1370	5007	212230	173481	647	189670	0	1470	15542	0	22560	2	212230	0	0	3933	0	0	19230	0	16719	156762			0	150631	149161	-605	2744	0	0	0	22560		
3488869																																							3214	3521	0	20565	0	1005	2882	0	736	124499	107006	789	107795	0	886	0	0	16704	1059	124499	0	0	4914	0	0	10662	0	24598	82407			0	86406	85520	69	7056	0	0	0	16704		
3489035																																							68325	4347	0	54224	0	10558	20182	4018	28380	980609	863695	2956	876651	0	6831	10000	0	103958	3000	980609	0	0	20530	0	0	81467	0	183058	680637			0	784406	777575	-1039	13000	0	0	0	103958		
3489071																																							27271	1262	0	0	0	12	4293	0	5944	199498	168781	866	176892	0	2039	7245	0	22606	13808	199498	0	0	7042	0	0	1756	0	30366	138415			0	162755	160716	0	0	0	0	0	22606	0	
3490871																																							97071	1697	0	302	0	945	741	0	10233	500239	430335	5556	450891	0	4072	15000	0	49348	3	500239	0	0	23131	0	0	26214	0	60621	369714			0	393322	389250	0	0	0	0	0	49348		
3517590																																							1022	857	0	2379	0	64	1959	194	1357	109570	76068	388	87998	0	1075	11542	0	21572	11084	109570	0	0	-8128	0	0	18644	0	9077	66991			0	94608	93533	-28	8205	0	0	0	21572		
3525577																																							57379	2230	51257	62458	0	0	5826	0	5827	410097	355921	667	361588	0	3535	5000	0	48509	6392	410097	0	0	12358	0	0	32344	4640	89187	266734			0	221015	217480	-2585	3000	0	0	0	48509		
3529315																																							30597	87	100	49908	0	0	0	0	5650	86342	500	7116	7616	0	0	0	0	78726	0	86342	0	0	72191	0	0	9341	0	0	500			0	0	0	-2806	0	0	0	0	78726		
3531176																																							6173	5527	3561	70580	0	0	4327	285	7735	236801	190171	2516	210787	0	1670	18100	0	26014	12	236801	0	0	13104	0	0	14867	0	39404	150767			0	126550	124880	-1969	13733	0	0	0	26014		
3532641																																							72673	46798	0	201688	0	79034	55888	2495	51232	2278710	1940161	7128	1970288	0	8275	481	0	308422	3552	2278710	0	0	47553	0	0	260082	1745	334966	1605195			0	1775432	1767157	-2765	0	0	10762	11756	308422		
3535848																																							15979	3979	0	57867	0	487	8330	0	10722	380355	343524	1287	344811	0	3593	0	0	35544	3311	380355	0	0	899	0	0	32848	564	88788	254736			0	279749	276156	-1514	6271	0	0	0	35544		
3537897																																							27204	8112	0	15005	0	1457	3237	0	13334	357471	311870	2295	315010	0	2976	845	0	42461	3808	357471	0	0	4632	0	0	34320	0	91613	220256			0	268132	265156	-299	23966	0	0	0	42461		
